FLTID,REG,ADEP,ADES,ALDT,AIBT,SIBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
BAW887,GEUYJ,LROP,EGLL,2018-06-05T18:20:00Z,2018-06-05T18:27:00Z,2018-06-05T18:30:00Z,IFR,A320,MJ,09L,515,ARR,219012993,2018-06-05T18:01:46Z,51.6513888888889,0.576111111111111,127,2018-06-05T17:52:40Z,51.78194444444439,2.18083333333333,313
BAW735,GEUOB,LSGG,EGLL,2018-06-05T18:46:00Z,2018-06-05T18:51:00Z,2018-06-05T18:30:00Z,IFR,A319,MJ,09L,512,ARR,219016298,2018-06-05T18:26:10Z,51.090555555555504,0.40472222222222204,138,2018-06-05T18:16:48Z,50.384722222222194,1.5319444444444397,310
AMC102,9HAEN,LMML,EGLL,2018-06-05T18:11:00Z,2018-06-05T18:26:00Z,2018-06-05T18:30:00Z,IFR,A320,MJ,09L,414,ARR,219013095,2018-06-05T17:49:16Z,51.09138888888891,0.40388888888888913,150,2018-06-05T17:40:10Z,50.35361111111109,1.4872222222222198,332
BAW421,GEUYV,LEAM,EGLL,2018-06-05T18:14:00Z,2018-06-05T18:21:00Z,2018-06-05T18:35:00Z,IFR,A320,MJ,09L,518,ARR,219014465,2018-06-05T17:54:21Z,50.90444444444439,-1.0016666666666698,152,2018-06-05T17:45:23Z,49.95694444444439,-1.5333333333333299,326
BEE2KA,GPRPC,EGPD,EGLL,2018-06-05T18:18:00Z,2018-06-05T18:25:00Z,2018-06-05T18:35:00Z,IFR,DH8D,MT,09L,253R,ARR,NA,NA,NA,NA,NA,NA,NA,NA,NA
BAW481B,GEUYC,LEBL,EGLL,2018-06-05T18:39:00Z,2018-06-05T18:46:00Z,2018-06-05T18:40:00Z,IFR,A320,MJ,09L,303R,ARR,219015791,2018-06-05T18:20:52Z,50.9308333333333,-1.06861111111111,149,2018-06-05T18:11:51Z,49.985277777777796,-1.6305555555555602,321
VLG78AL,ECMAO,LEBL,EGLL,2018-06-05T18:54:00Z,2018-06-05T19:07:00Z,2018-06-05T18:40:00Z,IFR,A320,MJ,09L,309,ARR,219016030,2018-06-05T18:31:17Z,50.9155555555555,-1.0294444444444397,149,2018-06-05T18:22:21Z,49.94,-1.4674999999999998,309
DLH9KE,DAIDB,EDDM,EGLL,2018-06-05T18:31:00Z,2018-06-05T18:37:00Z,2018-06-05T18:40:00Z,IFR,A321,MJ,09L,218R,ARR,219015875,2018-06-05T18:14:16Z,51.67944444444439,0.562777777777778,135,2018-06-05T18:04:08Z,51.8211111111111,2.16805555555556,272
BAW461,GVIIJ,LEMD,EGLL,2018-06-05T18:15:00Z,2018-06-05T18:22:00Z,2018-06-05T18:40:00Z,IFR,B772,H,09L,563,ARR,219015320,2018-06-05T17:59:22Z,50.90916666666669,-1.0163888888888901,150,2018-06-05T17:50:19Z,49.9527777777778,-1.52027777777778,320
BAW53KP,GEUUC,LEIB,EGLL,2018-06-05T18:21:00Z,2018-06-05T18:27:00Z,2018-06-05T18:40:00Z,IFR,A320,MJ,09L,545R,ARR,219015220,2018-06-05T18:03:46Z,50.901666666666685,-0.995833333333333,151,2018-06-05T17:54:53Z,49.947777777777794,-1.5019444444444396,328
BAW41HA,GEUYT,EHAM,EGLL,2018-06-05T18:42:00Z,2018-06-05T18:47:00Z,2018-06-05T18:45:00Z,IFR,A320,MJ,09L,544L,ARR,219017566,2018-06-05T18:22:22Z,51.6513888888889,0.5750000000000001,133,2018-06-05T18:11:41Z,51.7827777777778,2.17972222222222,240
BAW178,GCIVF,KJFK,EGLL,2018-06-05T18:19:00Z,2018-06-05T18:25:00Z,2018-06-05T18:45:00Z,IFR,B744,H,09L,556,ARR,219007142,2018-06-05T18:00:10Z,51.366388888888906,-1.5116666666666698,141,2018-06-05T17:50:31Z,51.5080555555556,-3.1283333333333303,308
SHT19W,GEUPH,EGPD,EGLL,2018-06-05T18:23:00Z,2018-06-05T18:28:00Z,2018-06-05T18:45:00Z,IFR,A319,MJ,09L,506,ARR,219017005,2018-06-05T18:06:45Z,51.975,-1.1761111111111102,145,2018-06-05T17:57:40Z,52.80416666666669,-2.09861111111111,291
BAW717T,GBZHC,LSZH,EGLL,2018-06-05T19:02:00Z,2018-06-05T19:09:00Z,2018-06-05T18:50:00Z,IFR,B763,H,09L,508,ARR,219017182,2018-06-05T18:39:28Z,51.0722222222222,0.383055555555556,136,2018-06-05T18:28:59Z,50.3833333333333,1.53083333333333,291
BAW921,GEUPZ,EDDS,EGLL,2018-06-05T18:47:00Z,2018-06-05T18:52:00Z,2018-06-05T18:50:00Z,IFR,A319,MJ,09L,511,ARR,219016852,2018-06-05T18:26:22Z,51.6277777777778,0.5852777777777779,117,2018-06-05T18:16:08Z,51.48944444444439,2.2205555555555603,309
BAW781C,GBZHA,ESSA,EGLL,2018-06-05T18:28:00Z,2018-06-05T18:36:00Z,2018-06-05T18:50:00Z,IFR,B763,H,09L,535,ARR,219014570,2018-06-05T18:11:40Z,51.6808333333333,0.5625,109,2018-06-05T18:01:55Z,51.82416666666669,2.1683333333333303,282
BAW94HG,GEUPP,EDDH,EGLL,2018-06-05T18:34:00Z,2018-06-05T18:40:00Z,2018-06-05T18:50:00Z,IFR,A319,MJ,09L,532,ARR,219016887,2018-06-05T18:16:40Z,51.635000000000005,0.582777777777778,137,2018-06-05T18:06:28Z,51.7941666666667,2.1758333333333297,321
BAW557,GEUXE,LIRF,EGLL,2018-06-05T18:36:00Z,2018-06-05T18:41:00Z,2018-06-05T18:50:00Z,IFR,A321,MJ,09L,544R,ARR,219015233,2018-06-05T18:18:16Z,51.0455555555556,0.347222222222222,148,2018-06-05T18:09:03Z,50.385,1.53083333333333,297
BAW961L,GEUYY,EDDM,EGLL,2018-06-05T18:45:00Z,2018-06-05T18:51:00Z,2018-06-05T18:55:00Z,IFR,A320,MJ,09L,543,ARR,219016430,2018-06-05T18:24:34Z,51.66138888888891,0.5713888888888891,135,2018-06-05T18:15:01Z,51.555277777777796,2.2205555555555603,294
BAW164,GSTBL,LLBG,EGLL,2018-06-05T18:48:00Z,2018-06-05T18:59:00Z,2018-06-05T18:55:00Z,IFR,B77W,H,09L,534,ARR,219010484,2018-06-05T18:27:34Z,51.6797222222222,0.5636111111111111,141,2018-06-05T18:16:39Z,51.62833333333331,2.2158333333333298,299
BAW567M,GEUPS,LIMC,EGLL,2018-06-05T19:05:00Z,2018-06-05T19:12:00Z,2018-06-05T18:55:00Z,IFR,A319,MJ,09L,520,ARR,219016482,2018-06-05T18:41:04Z,51.0838888888889,0.395833333333333,150,2018-06-05T18:31:14Z,50.384444444444384,1.5325,317
SHT7X,GEUXI,EGPF,EGLL,2018-06-05T18:44:00Z,2018-06-05T18:49:00Z,2018-06-05T18:55:00Z,IFR,A321,MJ,09L,505,ARR,219017453,2018-06-05T18:23:52Z,51.9733333333333,-1.18166666666667,154,2018-06-05T18:13:23Z,52.81361111111109,-2.0780555555555598,325
SAS31A,EISIF,ESSA,EGLL,2018-06-05T19:04:00Z,2018-06-05T19:10:00Z,2018-06-05T18:55:00Z,IFR,A320,MJ,09L,224,ARR,219015544,2018-06-05T18:43:03Z,51.6797222222222,0.562777777777778,138,2018-06-05T18:32:33Z,51.8083333333333,2.17388888888889,308
BEE6ML,GPRPN,EGPH,EGLL,2018-06-05T18:56:00Z,2018-06-05T19:01:00Z,2018-06-05T19:00:00Z,IFR,DH8D,MT,09L,253L,ARR,219017289,2018-06-05T18:31:12Z,52.020555555555504,-1.08527777777778,169,2018-06-05T18:19:46Z,52.8338888888889,-2.03833333333333,250
ALK503,4RALO,VCBI,EGLL,2018-06-05T18:32:00Z,2018-06-05T18:37:00Z,2018-06-05T19:00:00Z,IFR,A333,H,09L,328,ARR,218998964,2018-06-05T18:15:40Z,51.6080555555556,0.5922222222222219,136,2018-06-05T18:05:42Z,51.71666666666669,2.19638888888889,297
GIA086,PKGIG,WIII,EGLL,2018-06-05T18:37:00Z,2018-06-05T18:46:00Z,2018-06-05T19:00:00Z,IFR,B77W,H,09L,331,ARR,218992942,2018-06-05T18:18:04Z,51.6208333333333,0.587777777777778,133,2018-06-05T18:07:16Z,51.65694444444439,2.20555555555556,307
UZB201,UK75703,UTTT,EGLL,2018-06-05T20:28:00Z,2018-06-05T20:34:00Z,2018-06-05T19:00:00Z,IFR,B752,MJ,09L,401,ARR,219009327,2018-06-05T20:09:46Z,51.6797222222222,0.562777777777778,125,2018-06-05T19:59:57Z,51.782500000000006,2.1805555555555602,293
BAW47NL,GEUPR,LIML,EGLL,2018-06-05T19:31:00Z,2018-06-05T19:35:00Z,2018-06-05T19:10:00Z,IFR,A319,MJ,09L,509,ARR,219017186,2018-06-05T19:14:13Z,51.09,0.405555555555556,151,2018-06-05T19:05:15Z,50.3405555555555,1.4716666666666698,340
BAW545,GEUYF,LIPE,EGLL,2018-06-05T19:00:00Z,2018-06-05T19:06:00Z,2018-06-05T19:10:00Z,IFR,A320,MJ,09L,519,ARR,219016386,2018-06-05T18:35:46Z,51.056388888888904,0.3625,155,2018-06-05T18:26:01Z,50.384722222222194,1.5316666666666698,314
VIR26Q,GVYOU,KJFK,EGLL,2018-06-05T19:38:00Z,2018-06-05T19:45:00Z,2018-06-05T19:10:00Z,IFR,A346,H,09L,317,ARR,219007749,2018-06-05T19:17:40Z,51.35444444444438,-1.5094444444444397,134,2018-06-05T19:08:01Z,51.485277777777796,-3.1297222222222203,297
ICE454,TFFIC,BIKF,EGLL,2018-06-05T20:01:00Z,2018-06-05T20:05:00Z,2018-06-05T19:10:00Z,IFR,B752,MJ,09L,241,ARR,219016907,2018-06-05T19:40:34Z,51.995000000000005,-1.1405555555555602,158,2018-06-05T19:31:14Z,52.814722222222194,-2.0780555555555598,328
SHT9Y,GEUUD,EGPH,EGLL,2018-06-05T18:50:00Z,2018-06-05T18:59:00Z,2018-06-05T19:10:00Z,IFR,A320,MJ,09L,551,ARR,219017769,2018-06-05T18:29:18Z,52.0161111111111,-1.0963888888888902,140,2018-06-05T18:20:07Z,52.817499999999995,-2.07388888888889,290
BAW87AM,GEUOG,EDDT,EGLL,2018-06-05T19:01:00Z,2018-06-05T19:07:00Z,2018-06-05T19:15:00Z,IFR,A319,MJ,09L,562,ARR,219017166,2018-06-05T18:40:46Z,51.68,0.561666666666667,134,2018-06-05T18:29:59Z,51.7847222222222,2.1802777777777806,293
BAW851W,GEUUI,EPWA,EGLL,2018-06-05T18:58:00Z,2018-06-05T19:02:00Z,2018-06-05T19:15:00Z,IFR,A320,MJ,09L,326,ARR,219015879,2018-06-05T18:38:31Z,51.6847222222222,0.5591666666666669,132,2018-06-05T18:27:54Z,51.77166666666669,2.1836111111111105,273
UAE4CK,A6EDE,OMDB,EGLL,2018-06-05T18:40:00Z,2018-06-05T19:02:00Z,2018-06-05T19:15:00Z,IFR,A388,H,09L,305,ARR,219006837,2018-06-05T18:20:22Z,51.67944444444439,0.5625,134,2018-06-05T18:09:49Z,51.622777777777806,2.21638888888889,292
EIN182,EIGAM,EIDW,EGLL,2018-06-05T19:20:00Z,2018-06-05T19:26:00Z,2018-06-05T19:20:00Z,IFR,A320,MJ,09L,221R,ARR,219018392,2018-06-05T19:07:04Z,52.011666666666684,-1.10333333333333,132,2018-06-05T18:57:39Z,52.745000000000005,-2.2202777777777807,329
BAW234,GMEDL,UUDD,EGLL,2018-06-05T18:53:00Z,2018-06-05T19:01:00Z,2018-06-05T19:20:00Z,IFR,A321,MJ,09L,521,ARR,219013163,2018-06-05T18:32:33Z,51.680277777777796,0.563333333333333,122,2018-06-05T18:21:53Z,51.78444444444439,2.18138888888889,294
SHT88D,GEUOD,EGAC,EGLL,2018-06-05T19:07:00Z,2018-06-05T19:12:00Z,2018-06-05T19:20:00Z,IFR,A319,MJ,09L,502,ARR,219018240,2018-06-05T18:48:58Z,52.01916666666669,-1.08861111111111,143,2018-06-05T18:38:19Z,52.8086111111111,-2.0925,310
QTR5ML,A7BEM,OTHH,EGLL,2018-06-05T18:57:00Z,2018-06-05T19:02:00Z,2018-06-05T19:25:00Z,IFR,B77W,H,09L,405,ARR,219007182,2018-06-05T18:37:55Z,51.628055555555505,0.585,109,2018-06-05T18:27:38Z,51.64944444444439,2.2083333333333304,294
DLH8NT,DAILU,EDDM,EGLL,2018-06-05T19:08:00Z,2018-06-05T19:16:00Z,2018-06-05T19:25:00Z,IFR,A319,MJ,09L,216,ARR,219017224,2018-06-05T18:48:01Z,51.6797222222222,0.5636111111111111,125,2018-06-05T18:38:03Z,51.618888888888904,2.2177777777777807,311
AHY007,VPBBR,UBBB,EGLL,2018-06-05T18:51:00Z,2018-06-05T19:11:00Z,2018-06-05T19:30:00Z,IFR,B788,H,09L,403,ARR,219010211,2018-06-05T18:30:34Z,51.68,0.561388888888889,124,2018-06-05T18:20:36Z,51.773333333333305,2.1825,307
BAW913U,GEUPF,EDDF,EGLL,2018-06-05T19:12:00Z,2018-06-05T19:19:00Z,2018-06-05T19:30:00Z,IFR,A319,MJ,09L,522,ARR,219017905,2018-06-05T18:53:21Z,51.6858333333333,0.5594444444444441,128,2018-06-05T18:42:41Z,51.5838888888889,2.22222222222222,313
BAW807K,GEUXG,EKBI,EGLL,2018-06-05T19:18:00Z,2018-06-05T19:23:00Z,2018-06-05T19:35:00Z,IFR,A321,MJ,09L,531,ARR,219018113,2018-06-05T19:04:10Z,51.68,0.5608333333333331,111,2018-06-05T18:54:42Z,52.00638888888891,2.08694444444444,311
CPA253,BKPI,VHHH,EGLL,2018-06-05T19:59:00Z,2018-06-05T20:04:00Z,2018-06-05T19:35:00Z,IFR,B77W,H,09L,327,ARR,218997171,2018-06-05T19:40:22Z,51.67444444444439,0.564722222222222,138,2018-06-05T19:29:32Z,51.6886111111111,2.2025,283
MEA203,ODMRT,OLBA,EGLL,2018-06-05T19:14:00Z,2018-06-05T19:16:00Z,2018-06-05T19:35:00Z,IFR,A320,MJ,09L,332,ARR,219011444,2018-06-05T18:57:40Z,51.68,0.5625,125,2018-06-05T18:48:06Z,51.6155555555556,2.21722222222222,310
BAW469,GEUYD,LEBB,EGLL,2018-06-05T19:15:00Z,2018-06-05T19:18:00Z,2018-06-05T19:40:00Z,IFR,A320,MJ,09L,330,ARR,219017995,2018-06-05T19:02:46Z,50.8938888888889,-0.975833333333333,151,2018-06-05T18:53:48Z,49.9525,-1.5216666666666698,315
FIN7GR,OHLZM,EFHK,EGLL,2018-06-05T19:47:00Z,2018-06-05T19:52:00Z,2018-06-05T19:40:00Z,IFR,A321,MJ,09L,325,ARR,219016442,2018-06-05T19:29:01Z,51.6658333333333,0.5686111111111111,120,2018-06-05T19:18:46Z,51.650277777777795,2.20888888888889,280
CCA855,B2039,ZBAA,EGLL,2018-06-05T19:11:00Z,2018-06-05T19:27:00Z,2018-06-05T19:40:00Z,IFR,B77W,H,09L,248,ARR,219000679,2018-06-05T18:50:58Z,51.680277777777796,0.5625,123,2018-06-05T18:40:48Z,51.7830555555555,2.1811111111111106,301
DLH7EW,DAINI,EDDF,EGLL,2018-06-05T19:23:00Z,2018-06-05T19:31:00Z,2018-06-05T19:40:00Z,IFR,A320,MJ,09L,236L,ARR,219018341,2018-06-05T19:10:13Z,51.63888888888891,0.5805555555555549,136,2018-06-05T19:01:03Z,51.538333333333306,2.2202777777777807,321
UAL934,N59053,KEWR,EGLL,2018-06-05T19:46:00Z,2018-06-05T19:50:00Z,2018-06-05T19:40:00Z,IFR,B764,H,09L,231,ARR,219008346,2018-06-05T19:24:40Z,51.337777777777795,-1.50416666666667,140,2018-06-05T19:15:08Z,51.521944444444394,-3.1297222222222203,316
THY1HN,TCJSV,LTBA,EGLL,2018-06-05T19:28:00Z,2018-06-05T19:36:00Z,2018-06-05T19:45:00Z,IFR,A321,MJ,09L,217,ARR,219014084,2018-06-05T19:12:38Z,51.091111111111104,0.403333333333333,148,2018-06-05T19:03:57Z,50.4127777777778,1.56916666666667,326
BAW615,GEUYL,LIBR,EGLL,2018-06-05T20:06:00Z,2018-06-05T20:11:00Z,2018-06-05T19:45:00Z,IFR,A320,MJ,09L,518,ARR,219016814,2018-06-05T19:45:28Z,51.688333333333304,0.5569444444444441,118,2018-06-05T19:35:14Z,51.555277777777796,2.22138888888889,299
AZA248,EIIMS,LIML,EGLL,2018-06-05T19:44:00Z,2018-06-05T20:00:00Z,2018-06-05T19:45:00Z,IFR,A319,MJ,09L,421,ARR,219017886,2018-06-05T19:23:40Z,51.090555555555504,0.405,146,2018-06-05T19:14:37Z,50.3838888888889,1.5325,351
ELY317,4XECE,LLBG,EGLL,2018-06-05T21:16:00Z,2018-06-05T21:21:00Z,2018-06-05T19:45:00Z,IFR,B772,H,09R,424,ARR,219015245,2018-06-05T20:59:46Z,51.6797222222222,0.560555555555555,128,2018-06-05T20:50:40Z,51.646111111111104,2.21083333333333,313
BAW869,GTTNB,LHBP,EGLL,2018-06-05T19:50:00Z,2018-06-05T19:56:00Z,2018-06-05T19:50:00Z,IFR,A320,MJ,09L,303L,ARR,219017517,2018-06-05T19:31:48Z,51.6797222222222,0.562777777777778,123,2018-06-05T19:21:34Z,51.732222222222205,2.19388888888889,273
BAW705,GEUUT,LOWW,EGLL,2018-06-05T19:35:00Z,2018-06-05T19:39:00Z,2018-06-05T19:50:00Z,IFR,A320,MJ,09L,329,ARR,219017458,2018-06-05T19:18:46Z,51.680277777777796,0.562222222222222,116,2018-06-05T19:09:10Z,51.73888888888891,2.19388888888889,291
SHT3Y,GEUPJ,EGCC,EGLL,2018-06-05T19:32:00Z,2018-06-05T19:39:00Z,2018-06-05T19:50:00Z,IFR,A319,MJ,09L,541,ARR,219019598,2018-06-05T19:19:28Z,51.9638888888889,-1.19583333333333,159,2018-06-05T19:09:21Z,52.849999999999994,-1.99638888888889,190
SHT9C,GEUOA,EGPH,EGLL,2018-06-05T19:29:00Z,2018-06-05T19:34:00Z,2018-06-05T19:55:00Z,IFR,A319,MJ,09L,558,ARR,219019073,2018-06-05T19:15:22Z,51.987222222222194,-1.15583333333333,144,2018-06-05T19:06:02Z,52.81916666666669,-2.0675000000000003,351
BAW463,GEUXL,LEMD,EGLL,2018-06-05T19:33:00Z,2018-06-05T19:39:00Z,2018-06-05T19:55:00Z,IFR,A321,MJ,09L,568,ARR,219017712,2018-06-05T19:18:40Z,50.915833333333296,-1.03222222222222,158,2018-06-05T19:09:47Z,49.9597222222222,-1.545,318
BAW30CV,GEUYX,LKPR,EGLL,2018-06-05T19:56:00Z,2018-06-05T20:01:00Z,2018-06-05T19:55:00Z,IFR,A320,MJ,09L,311,ARR,219018546,2018-06-05T19:36:58Z,51.68944444444439,0.557222222222222,120,2018-06-05T19:26:06Z,51.7036111111111,2.1991666666666703,283
UAL122,N19136,KIAD,EGLL,2018-06-05T19:49:00Z,2018-06-05T19:55:00Z,2018-06-05T19:55:00Z,IFR,B752,MJ,09L,232,ARR,219007900,2018-06-05T19:27:40Z,51.365,-1.51138888888889,140,2018-06-05T19:17:54Z,51.587777777777795,-3.12638888888889,331
KLM1033,PHBXL,EHAM,EGLL,2018-06-05T19:38:00Z,2018-06-05T19:48:00Z,2018-06-05T19:55:00Z,IFR,B738,MJ,09L,414,ARR,219019137,2018-06-05T19:20:22Z,51.6797222222222,0.562222222222222,130,2018-06-05T19:10:45Z,51.75166666666669,2.1886111111111104,240
ACA868,CFKSV,CYYZ,EGLL,2018-06-05T19:51:00Z,2018-06-05T19:59:00Z,2018-06-05T20:00:00Z,IFR,B789,H,09L,238,ARR,219009561,2018-06-05T19:33:28Z,51.3661111111111,-1.5119444444444397,137,2018-06-05T19:23:02Z,51.52444444444439,-3.1291666666666704,292
BCS6757,DAEAL,LIMC,EGLL,2018-06-05T19:42:00Z,2018-06-05T19:46:00Z,2018-06-05T20:00:00Z,IFR,A306,H,09L,614,ARR,219018027,2018-06-05T19:21:45Z,51.09138888888891,0.40638888888888913,142,2018-06-05T19:13:06Z,50.3583333333333,1.4958333333333298,307
BCS6773,DAEAG,LPPR,EGLL,2018-06-05T19:40:00Z,2018-06-05T19:52:00Z,2018-06-05T20:05:00Z,IFR,A306,H,09L,616,ARR,219017694,2018-06-05T19:21:04Z,50.9175,-1.03305555555556,156,2018-06-05T19:12:47Z,49.95916666666669,-1.53861111111111,340
BAW5DL,GEUPG,EDDL,EGLL,2018-06-05T19:42:00Z,2018-06-05T19:50:00Z,2018-06-05T20:05:00Z,IFR,A319,MJ,09L,538,ARR,219019506,2018-06-05T19:25:10Z,51.68,0.561111111111111,116,2018-06-05T19:16:12Z,51.782500000000006,2.1791666666666702,309
MSR779,SUGEF,HECA,EGLL,2018-06-05T19:53:00Z,2018-06-05T20:05:00Z,2018-06-05T20:05:00Z,IFR,B738,MJ,09L,246R,ARR,219012588,2018-06-05T19:33:34Z,51.6797222222222,0.5608333333333331,121,2018-06-05T19:23:17Z,51.62555555555561,2.2141666666666704,300
AEE2FL,SXDGA,LGAV,EGLL,2018-06-05T20:20:00Z,2018-06-05T20:28:00Z,2018-06-05T20:10:00Z,IFR,A321,MJ,09L,220,ARR,219015362,2018-06-05T20:04:34Z,51.09138888888891,0.403333333333333,144,2018-06-05T19:56:36Z,50.385833333333295,1.53111111111111,317
AFR1380,FGRHY,LFPG,EGLL,2018-06-05T20:03:00Z,2018-06-05T20:15:00Z,2018-06-05T20:10:00Z,IFR,A319,MJ,09L,415,ARR,219019579,2018-06-05T19:42:38Z,51.07666666666669,0.39,146,2018-06-05T19:32:36Z,50.35722222222219,1.49666666666667,259
BAW955L,GEUPV,EDDM,EGLL,2018-06-05T19:45:00Z,2018-06-05T19:50:00Z,2018-06-05T20:15:00Z,IFR,A319,MJ,09L,511,ARR,219018669,2018-06-05T19:27:07Z,51.671388888888906,0.566111111111111,118,2018-06-05T19:17:16Z,51.623333333333306,2.21305555555556,285
BAW327,GEUPK,LFPG,EGLL,2018-06-05T20:05:00Z,2018-06-05T20:13:00Z,2018-06-05T20:15:00Z,IFR,A319,MJ,09L,527,ARR,219019984,2018-06-05T19:45:10Z,51.090555555555504,0.403055555555556,147,2018-06-05T19:34:47Z,50.34416666666669,1.4747222222222198,240
SAS93K,EISID,ESSA,EGLL,2018-06-05T20:11:00Z,2018-06-05T20:20:00Z,2018-06-05T20:15:00Z,IFR,A320,MJ,09L,226,ARR,219017830,2018-06-05T19:52:52Z,51.6797222222222,0.5625,128,2018-06-05T19:42:59Z,51.73666666666669,2.1927777777777804,304
BAW793,GEUOF,ESGG,EGLL,2018-06-05T19:54:00Z,2018-06-05T19:59:00Z,2018-06-05T20:15:00Z,IFR,A319,MJ,09L,573,ARR,219018551,2018-06-05T19:35:46Z,51.6811111111111,0.562777777777778,113,2018-06-05T19:25:06Z,52.05944444444439,2.05972222222222,272
BAW821,GEUUU,EKCH,EGLL,2018-06-05T19:57:00Z,2018-06-05T20:04:00Z,2018-06-05T20:15:00Z,IFR,A320,MJ,09L,576,ARR,219018736,2018-06-05T19:38:22Z,51.6847222222222,0.559722222222222,122,2018-06-05T19:28:03Z,51.818055555555596,2.17,293
BAW503,GTTNA,LPPT,EGLL,2018-06-05T20:18:00Z,2018-06-05T20:26:00Z,2018-06-05T20:20:00Z,IFR,A320,MJ,09L,309,ARR,219017978,2018-06-05T20:04:22Z,50.91694444444439,-1.035,143,2018-06-05T19:55:33Z,50.002500000000005,-1.6841666666666701,335
BAW7PW,GEUYO,LEPA,EGLL,2018-06-05T20:14:00Z,2018-06-05T20:20:00Z,2018-06-05T20:25:00Z,IFR,A320,MJ,09L,515,ARR,219018343,2018-06-05T19:57:28Z,50.8775,-0.9222222222222219,153,2018-06-05T19:48:45Z,49.928333333333306,-1.43,331
AFL2584,VQBEG,UUEE,EGLL,2018-06-05T20:26:00Z,2018-06-05T20:34:00Z,2018-06-05T20:25:00Z,IFR,A321,MJ,09R,412,ARR,219015613,2018-06-05T20:08:06Z,51.67638888888891,0.5644444444444441,126,2018-06-05T19:58:21Z,51.7580555555556,2.18583333333333,294
SHT13L,GMEDM,EGNT,EGLL,2018-06-05T20:09:00Z,2018-06-05T20:16:00Z,2018-06-05T20:25:00Z,IFR,A321,MJ,09L,507,ARR,219020389,2018-06-05T19:50:34Z,52.02444444444439,-1.0775,151,2018-06-05T19:40:40Z,52.830833333333295,-2.0411111111111104,270
SHT88E,GEUPW,EGAC,EGLL,2018-06-05T20:04:00Z,2018-06-05T20:08:00Z,2018-06-05T20:25:00Z,IFR,A319,MJ,09L,506,ARR,219020231,2018-06-05T19:46:34Z,52.025000000000006,-1.07527777777778,150,2018-06-05T19:36:03Z,52.815,-2.07833333333333,306
SWR358,HBJCJ,LSGG,EGLL,2018-06-05T20:39:00Z,2018-06-05T20:49:00Z,2018-06-05T20:30:00Z,IFR,BCS3,MJ,09L,247L,ARR,219019691,2018-06-05T20:22:34Z,51.071388888888904,0.3825,148,2018-06-05T20:13:49Z,50.36444444444439,1.50611111111111,318
AUA457V,OELXA,LOWW,EGLL,2018-06-05T20:29:00Z,2018-06-05T20:35:00Z,2018-06-05T20:30:00Z,IFR,A320,MJ,09L,236R,ARR,219018491,2018-06-05T20:11:35Z,51.6147222222222,0.5897222222222219,127,2018-06-05T20:01:46Z,51.67444444444439,2.20305555555556,294
EIN18C,EIDEM,EIDW,EGLL,2018-06-05T20:13:00Z,2018-06-05T20:19:00Z,2018-06-05T20:30:00Z,IFR,A320,MJ,09L,221L,ARR,219020193,2018-06-05T19:55:31Z,51.9902777777778,-1.1475,146,2018-06-05T19:45:33Z,52.6775,-2.34,311
BAW97DV,GEUPY,EDDV,EGLL,2018-06-05T20:07:00Z,2018-06-05T20:12:00Z,2018-06-05T20:30:00Z,IFR,A319,MJ,09L,557,ARR,219019828,2018-06-05T19:49:52Z,51.69333333333331,0.556111111111111,123,2018-06-05T19:40:41Z,51.79277777777781,2.1794444444444396,289
BEL4AH,OOSNL,EBBR,EGLL,2018-06-05T20:42:00Z,2018-06-05T20:48:00Z,2018-06-05T20:35:00Z,IFR,A320,MJ,09L,223,ARR,219020966,2018-06-05T20:23:45Z,51.67444444444439,0.566111111111111,115,2018-06-05T20:14:47Z,51.5161111111111,2.22194444444444,240
EIN7YA,EIDVK,EICK,EGLL,2018-06-05T20:10:00Z,2018-06-05T20:18:00Z,2018-06-05T20:35:00Z,IFR,A320,MJ,09L,221R,ARR,219020394,2018-06-05T19:53:37Z,51.3661111111111,-1.51388888888889,136,2018-06-05T19:43:51Z,51.52138888888891,-3.1311111111111103,305
SAS1501,EISIA,EKCH,EGLL,2018-06-05T20:15:00Z,2018-06-05T20:20:00Z,2018-06-05T20:35:00Z,IFR,A320,MJ,09L,224,ARR,219019211,2018-06-05T19:59:22Z,51.68,0.563333333333333,137,2018-06-05T19:50:16Z,51.8188888888889,2.17,268
SAS815,EISIC,ENGM,EGLL,2018-06-05T20:22:00Z,2018-06-05T20:32:00Z,2018-06-05T20:35:00Z,IFR,A320,MJ,09L,243R,ARR,219018745,2018-06-05T20:03:06Z,51.6797222222222,0.561388888888889,123,2018-06-05T19:52:55Z,51.9208333333333,2.12944444444444,271
BAW43HA,GEUYA,EHAM,EGLL,2018-06-05T20:23:00Z,2018-06-05T20:30:00Z,2018-06-05T20:35:00Z,IFR,A320,MJ,09L,512,ARR,219020464,2018-06-05T20:06:46Z,51.681388888888904,0.562222222222222,127,2018-06-05T19:57:58Z,51.79055555555551,2.17833333333333,230
