icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,first,last
40087b,1562401642,EGLL,1562404369,EIDW,BAW828Y ,1058,111,1969,17,2,4,2019-07-06T08:27:22Z,2019-07-06T09:12:49Z
a77c11,1562379821,KORD,1562404195,EIDW,UAL152  ,2684,107,1948,25,1,4,2019-07-06T02:23:41Z,2019-07-06T09:09:55Z
4bab2d,1562389403,NA,1562403964,EIDW,THY6UG  ,NA,NA,2404,32,0,4,2019-07-06T05:03:23Z,2019-07-06T09:06:04Z
ab8fd0,1562382135,KJFK,1562403776,EIDW,DAL44   ,5772,498,1922,17,0,4,2019-07-06T03:02:15Z,2019-07-06T09:02:56Z
a5ef0e,1562380356,KIAD,1562403642,EIDW,UAL126  ,1189,41,1870,17,2,4,2019-07-06T02:32:36Z,2019-07-06T09:00:42Z
4ca7be,1562400333,EGKK,1562403434,EIDW,RYR52YP ,1942,220,2314,32,1,4,2019-07-06T08:05:33Z,2019-07-06T08:57:14Z
4ca859,1562399344,NA,1562403290,EIDW,RYR3AC  ,NA,NA,2340,32,0,4,2019-07-06T07:49:04Z,2019-07-06T08:54:50Z
4ca292,1562400077,EGLL,1562402800,EIDW,EIN15M  ,970,111,1953,10,2,4,2019-07-06T08:01:17Z,2019-07-06T08:46:40Z
49528c,1562394543,LPPT,1562402549,EIDW,TAP1322 ,3356,404,2098,25,1,4,2019-07-06T06:29:03Z,2019-07-06T08:42:29Z
3c66ba,1562395184,EDDM,1562402219,EIDW,DLH5EC  ,1417,202,2103,25,0,4,2019-07-06T06:39:44Z,2019-07-06T08:36:59Z
4ca739,1562399557,EGGD,1562402078,EIDW,RYR6Y   ,2006,145,1887,10,0,4,2019-07-06T07:52:37Z,2019-07-06T08:34:38Z
4ca701,1562398450,EGSS,1562401918,EIDW,RYR5CN  ,1291,84,2421,40,0,4,2019-07-06T07:34:10Z,2019-07-06T08:31:58Z
4ca6b2,1562398462,EGGD,1562401789,EIDW,STK81DR ,745,46,2460,48,0,4,2019-07-06T07:34:22Z,2019-07-06T08:29:49Z
4ca258,1562399416,EGPF,1562401627,EIDW,RYR5771 ,1356,136,2048,17,0,4,2019-07-06T07:50:16Z,2019-07-06T08:27:07Z
4caaec,1562398505,EGPH,1562401488,EIDW,STK51ED ,7729,629,1963,17,0,4,2019-07-06T07:35:05Z,2019-07-06T08:24:48Z
4ca6b1,1562398295,EGNP,1562401315,EIDW,STK19L  ,1095,268,2388,40,1,4,2019-07-06T07:31:35Z,2019-07-06T08:21:55Z
461f30,1562390437,NA,1562401187,EIDW,FIN18P  ,NA,NA,2017,25,0,4,2019-07-06T05:20:37Z,2019-07-06T08:19:47Z
4ca623,1562399280,EGGP,1562400994,EIDW,RYR4AB  ,1855,204,2073,25,0,4,2019-07-06T07:48:00Z,2019-07-06T08:16:34Z
4caad9,1562398200,EGPF,1562400823,EIDW,STK2GL  ,1445,152,1866,17,0,4,2019-07-06T07:30:00Z,2019-07-06T08:13:43Z
a2dcee,1562378224,KPHL,1562400356,EIDW,AAL722  ,1960,80,2328,48,1,4,2019-07-06T01:57:04Z,2019-07-06T08:05:56Z
4ca6c4,1562397700,EGBB,1562400232,EIDW,EIN26M  ,2117,288,2114,25,0,4,2019-07-06T07:21:40Z,2019-07-06T08:03:52Z
4ca216,1562398084,EGCC,1562400085,EIDW,EIN2CJ  ,3363,135,2308,32,0,4,2019-07-06T07:28:04Z,2019-07-06T08:01:25Z
4ca6a5,1562397360,EGBB,1562399957,EIDW,RYR663  ,6197,647,1877,10,0,4,2019-07-06T07:16:00Z,2019-07-06T07:59:17Z
4ca621,1562397573,EGCC,1562399847,EIDW,RYR5YZ  ,3485,203,2388,32,0,4,2019-07-06T07:19:33Z,2019-07-06T07:57:27Z
78129f,1562397391,EGPH,1562399736,EIDW,CHH749  ,6306,896,1867,10,0,4,2019-07-06T07:16:31Z,2019-07-06T07:55:36Z
4ca2ca,1562396454,EGLL,1562399548,EIDW,EIN151  ,1674,218,2361,32,2,4,2019-07-06T07:00:54Z,2019-07-06T07:52:28Z
4ca5f1,1562397257,EGPH,1562399393,EIDW,RYR5ZX  ,7472,850,2099,25,0,4,2019-07-06T07:14:17Z,2019-07-06T07:49:53Z
a11d47,1562378355,KBOS,1562399219,EIDW,DAL154  ,1403,245,2329,40,0,4,2019-07-06T01:59:15Z,2019-07-06T07:46:59Z
4caf89,1562396596,NA,1562399068,EIDW,STK41D  ,NA,NA,2366,32,0,4,2019-07-06T07:03:16Z,2019-07-06T07:44:28Z
4ca56e,1562389104,LZIB,1562398701,EIDW,RYR3QR  ,4028,438,1861,17,0,4,2019-07-06T04:58:24Z,2019-07-06T07:38:21Z
06a0bb,1562370735,OTHH,1562398549,EIDW,QTR2XB  ,1057,149,1859,10,1,4,2019-07-05T23:52:15Z,2019-07-06T07:35:49Z
4ca71a,1562374556,CYHM,1562398379,EIDW,IBK1841 ,1821,97,1866,17,0,4,2019-07-06T00:55:56Z,2019-07-06T07:32:59Z
4ca607,1562394984,EIKY,1562398248,EIDW,STK1K   ,12571,1124,1870,17,0,4,2019-07-06T06:36:24Z,2019-07-06T07:30:48Z
4ca86e,1562375951,KJFK,1562398016,EIDW,EIN10X  ,4577,468,2458,48,0,4,2019-07-06T01:19:11Z,2019-07-06T07:26:56Z
48548d,1562392850,EHAM,1562397809,EIDW,KLM933  ,1375,18,2350,40,0,4,2019-07-06T06:00:50Z,2019-07-06T07:23:29Z
3c66a2,1562390861,EDDF,1562397642,EIDW,DLH1EN  ,2298,3,1737,2,1,4,2019-07-06T05:27:41Z,2019-07-06T07:20:42Z
40710e,1562393645,EGHI,1562397435,EIDW,BEE4XD  ,5001,565,1872,17,0,4,2019-07-06T06:14:05Z,2019-07-06T07:17:15Z
c04fbb,1562366897,CYVR,1562397247,EIDW,ACA862  ,2214,148,1893,17,0,4,2019-07-05T22:48:17Z,2019-07-06T07:14:07Z
4cacae,1562393404,EGSS,1562397026,EIDW,RYR7FU  ,1430,137,2470,48,0,4,2019-07-06T06:10:04Z,2019-07-06T07:10:26Z
4ca782,1562375980,KBOS,1562396868,EIDW,EIN13J  ,2377,252,1851,10,0,4,2019-07-06T01:19:40Z,2019-07-06T07:07:48Z
345103,1562375001,KSWF,1562396695,EIDW,IBK1762 ,4155,452,1995,17,2,4,2019-07-06T01:03:21Z,2019-07-06T07:04:55Z
400938,1562392990,EGLL,1562396180,EIDW,BAW84W  ,904,73,2011,17,2,4,2019-07-06T06:03:10Z,2019-07-06T06:56:20Z
4ca27f,1562392548,EGLL,1562395755,EIDW,EIN14Y  ,1117,111,2436,40,2,4,2019-07-06T05:55:48Z,2019-07-06T06:49:15Z
896276,1562368876,NA,1562395218,EIDW,ETD72E  ,NA,NA,1896,17,0,4,2019-07-05T23:21:16Z,2019-07-06T06:40:18Z
4ca6fe,1562391843,EGGW,1562394952,EIDW,RYR9KR  ,1854,129,1866,17,0,4,2019-07-06T05:44:03Z,2019-07-06T06:35:52Z
4cacc6,1562391113,EGMC,1562394649,EIDW,RYR4LY  ,1288,160,1867,17,0,4,2019-07-06T05:31:53Z,2019-07-06T06:30:49Z
4ca4b1,1562391428,EGNX,1562394014,EIDW,RYR535  ,579,43,1915,10,0,4,2019-07-06T05:37:08Z,2019-07-06T06:20:14Z
4ca764,1562391520,EGNP,1562393666,EIDW,RYR153  ,1921,512,1867,17,1,4,2019-07-06T05:38:40Z,2019-07-06T06:14:26Z
a2e45c,1562368758,NA,1562393378,EIDW,AAL724  ,NA,NA,2044,40,0,4,2019-07-05T23:19:18Z,2019-07-06T06:09:38Z
4ca5ec,1562386401,EDDF,1562392738,EIDW,RYR57TH ,1815,3,2565,48,1,4,2019-07-06T04:13:21Z,2019-07-06T05:58:58Z
a05626,1562371456,KEWR,1562392369,EIDW,UAL23   ,3806,276,1942,17,1,4,2019-07-06T00:04:16Z,2019-07-06T05:52:49Z
789204,1562346989,VHHH,1562390064,EIDW,CPA301  ,758,75,2136,32,0,4,2019-07-05T17:16:29Z,2019-07-06T05:14:24Z
040065,1562375304,NA,1562389581,EIDW,ETH500  ,NA,NA,2413,40,0,4,2019-07-06T01:08:24Z,2019-07-06T05:06:21Z
4caf91,1562364745,KIAD,1562388677,EIDW,EIN118  ,1182,34,1893,10,2,4,2019-07-05T22:12:25Z,2019-07-06T04:51:17Z
4ca74e,1562363018,KORD,1562387618,EIDW,EIN122  ,3927,313,2388,40,1,4,2019-07-05T21:43:38Z,2019-07-06T04:33:38Z
4ca139,1562364478,CYYZ,1562386495,EIDW,EIN1MN  ,2053,100,2340,40,0,4,2019-07-05T22:07:58Z,2019-07-06T04:14:55Z
040033,1562370926,NA,1562385239,EIDW,ETH502  ,NA,NA,2028,17,0,4,2019-07-05T23:55:26Z,2019-07-06T03:53:59Z
4caafa,1562362274,KPHL,1562384759,EIDW,EIN11K  ,2138,179,1896,17,1,4,2019-07-05T21:31:14Z,2019-07-06T03:45:59Z
4caaf9,1562363958,NA,1562384534,EIDW,EIN13R  ,NA,NA,1896,17,0,4,2019-07-05T21:59:18Z,2019-07-06T03:42:14Z
4ca615,1562363742,KBOS,1562383947,EIDW,EIN1AW  ,2274,268,1953,17,0,4,2019-07-05T21:55:42Z,2019-07-06T03:32:27Z
4ca614,1562362340,KJFK,1562383704,EIDW,EIN104  ,5005,483,1716,10,0,4,2019-07-05T21:32:20Z,2019-07-06T03:28:24Z
4ca7d8,1562361929,KEWR,1562383469,EIDW,EIN1TC  ,3672,299,2345,32,1,4,2019-07-05T21:25:29Z,2019-07-06T03:24:29Z
04004c,1562304758,SBGR,1562382119,EIDW,ETH510  ,3649,187,2324,32,0,4,2019-07-05T05:32:38Z,2019-07-06T03:01:59Z
c0404e,1562365619,NA,1562377996,EIDW,TOM50Y  ,NA,NA,2017,10,0,4,2019-07-05T22:26:59Z,2019-07-06T01:53:16Z
4ca640,1562367934,NA,1562375506,EIDW,EIN73J  ,NA,NA,1885,10,0,4,2019-07-05T23:05:34Z,2019-07-06T01:11:46Z
4ca281,1562365732,LEMG,1562374402,EIDW,EIN58R  ,2909,319,2115,17,0,4,2019-07-05T22:28:52Z,2019-07-06T00:53:22Z
4ca280,1562359867,NA,1562373589,EIDW,EIN377  ,NA,NA,1912,10,0,4,2019-07-05T20:51:07Z,2019-07-06T00:39:49Z
4ca117,1562343087,EIDW,1562373238,EIDW,EIN77C  ,2011,215,6868,269,2,4,2019-07-05T16:11:27Z,2019-07-06T00:33:58Z
4ca216,1562364297,LEAL,1562372384,EIDW,EIN5HL  ,4000,413,2042,10,0,4,2019-07-05T22:04:57Z,2019-07-06T00:19:44Z
4ca8bd,1562363322,LPPT,1562370926,EIDW,EIN4PK  ,4008,457,9663,413,1,4,2019-07-05T21:48:42Z,2019-07-05T23:55:26Z
4ca0d1,1562357912,NA,1562370104,EIDW,EIN38JC ,NA,NA,3366,78,0,4,2019-07-05T20:18:32Z,2019-07-05T23:41:44Z
4ca13d,1562356590,NA,1562369647,EIDW,EIN76HJ ,NA,NA,2845,55,0,4,2019-07-05T19:56:30Z,2019-07-05T23:34:07Z
4ca1b9,1562366655,EGSS,1562369476,EIDW,RYR293  ,834,46,3300,78,0,4,2019-07-05T22:44:15Z,2019-07-05T23:31:16Z
4ca847,1562339472,EIDW,1562369113,EIDW,RYR43FZ ,3112,375,2940,63,2,4,2019-07-05T15:11:12Z,2019-07-05T23:25:13Z
4ca770,1562361765,LIMC,1562369008,EIDW,EIN4VM  ,408,2,2940,55,2,4,2019-07-05T21:22:45Z,2019-07-05T23:23:28Z
4ca788,1562361960,LEBL,1562368834,EIDW,EIN56V  ,12688,1146,2501,32,0,4,2019-07-05T21:26:00Z,2019-07-05T23:20:34Z
4ca8e9,1562354325,NA,1562368641,EIDW,RYR23DU ,NA,NA,2961,63,0,4,2019-07-05T19:18:45Z,2019-07-05T23:17:21Z
4ca79b,1562359503,EPBY,1562368196,EIDW,RYR1893 ,818,35,2752,48,1,4,2019-07-05T20:45:03Z,2019-07-05T23:09:56Z
4cafa5,1562363401,EHAM,1562367789,EIDW,KLM25Q  ,895,11,2835,63,0,4,2019-07-05T21:50:01Z,2019-07-05T23:03:09Z
4ca93b,1562360168,NA,1562367642,EIDW,RYR4CX  ,NA,NA,3044,63,0,4,2019-07-05T20:56:08Z,2019-07-05T23:00:42Z
4ca24f,1562364602,EGKK,1562367539,EIDW,RYR104K ,1822,174,3024,63,1,4,2019-07-05T22:10:02Z,2019-07-05T22:58:59Z
4ca97b,1562355036,NA,1562367346,EIDW,RYR2SJ  ,NA,NA,3071,63,0,4,2019-07-05T19:30:36Z,2019-07-05T22:55:46Z
4ca97e,1562357019,LHBP,1562367228,EIDW,RYR25NF ,1958,13,2993,55,0,4,2019-07-05T20:03:39Z,2019-07-05T22:53:48Z
4caca8,1562358763,LEMP,1562367140,EIDW,RYR7095 ,2977,728,2813,48,0,4,2019-07-05T20:32:43Z,2019-07-05T22:52:20Z
4ca6c4,1562359656,NA,1562367010,EIDW,EIN54A  ,NA,NA,3651,93,0,4,2019-07-05T20:47:36Z,2019-07-05T22:50:10Z
4ca92d,1562364061,EGKK,1562366823,EIDW,EIN24K  ,965,144,7394,284,1,4,2019-07-05T22:01:01Z,2019-07-05T22:47:03Z
4ca5f1,1562359025,LIME,1562366776,EIDW,RYR4845 ,1717,333,2637,40,1,4,2019-07-05T20:37:05Z,2019-07-05T22:46:16Z
4caa5a,1562359715,LEBL,1562366675,EIDW,RYR29CU ,13834,1497,3040,55,0,4,2019-07-05T20:48:35Z,2019-07-05T22:44:35Z
4cacac,1562334575,EIDW,1562366589,EIDW,RYR9YR  ,1971,208,2517,32,2,4,2019-07-05T13:49:35Z,2019-07-05T22:43:09Z
4ca2cb,1562357075,LIRF,1562366467,EIDW,EIN40W  ,238,87,2779,40,0,4,2019-07-05T20:04:35Z,2019-07-05T22:41:07Z
4ca6a5,1562363532,EGPH,1562365710,EIDW,RYR42EB ,6010,789,2637,40,0,4,2019-07-05T21:52:12Z,2019-07-05T22:28:30Z
4ca293,1562356899,LPFR,1562365264,EIDW,EIN497  ,3975,480,3157,63,0,4,2019-07-05T20:01:39Z,2019-07-05T22:21:04Z
4ca78d,1562358551,LFIG,1562364967,EIDW,RYR7085 ,14378,1973,2851,55,0,4,2019-07-05T20:29:11Z,2019-07-05T22:16:07Z
4691c3,1562351559,NA,1562364830,EIDW,AEE3DW  ,NA,NA,2329,25,0,4,2019-07-05T18:32:39Z,2019-07-05T22:13:50Z
4ca2a7,1562360276,LFOB,1562364721,EIDW,RYR48NR ,5331,1132,2575,40,0,4,2019-07-05T20:57:56Z,2019-07-05T22:12:01Z
4ca15d,1562359893,EHAM,1562364568,EIDW,EIN611  ,1943,10,6962,261,0,4,2019-07-05T20:51:33Z,2019-07-05T22:09:28Z
4ca848,1562357191,LEMD,1562364485,EIDW,RYR7TD  ,5214,107,2742,48,1,4,2019-07-05T20:06:31Z,2019-07-05T22:08:05Z
4ca859,1562360992,EGSS,1562364390,EIDW,RYR96JL ,1152,61,2764,48,0,4,2019-07-05T21:09:52Z,2019-07-05T22:06:30Z
4ca6d2,1562354413,LIRA,1562364300,EIDW,RYR75YE ,491,31,3038,63,0,4,2019-07-05T19:20:13Z,2019-07-05T22:05:00Z
4ca5f0,1562354597,NA,1562364196,EIDW,RYR9HH  ,NA,NA,2769,48,0,4,2019-07-05T19:23:17Z,2019-07-05T22:03:16Z
3c6447,1562356980,EDDM,1562364093,EIDW,DLH3RF  ,1313,118,3324,71,0,4,2019-07-05T20:03:00Z,2019-07-05T22:01:33Z
4ca836,1562356937,EDDT,1562364003,EIDW,EIN33L  ,975,107,2753,48,0,4,2019-07-05T20:02:17Z,2019-07-05T22:00:03Z
4ca7be,1562362092,EGGP,1562363908,EIDW,RYR449  ,1331,97,2763,48,0,4,2019-07-05T21:28:12Z,2019-07-05T21:58:28Z
4ca1c3,1562356602,NA,1562363824,EIDW,RYR174D ,NA,NA,2786,48,0,4,2019-07-05T19:56:42Z,2019-07-05T21:57:04Z
4ca9ea,1562361692,EGPF,1562363644,EIDW,RYR7UT  ,1863,213,2474,32,0,4,2019-07-05T21:21:32Z,2019-07-05T21:54:04Z
4ca5e9,1562359016,EBCI,1562363540,EIDW,RYR706P ,1272,87,3202,71,2,4,2019-07-05T20:36:56Z,2019-07-05T21:52:20Z
406b6d,1562359943,EGLC,1562363429,EIDW,CFE71E  ,919,169,1974,10,1,4,2019-07-05T20:52:23Z,2019-07-05T21:50:29Z
4ca739,1562354642,LPFR,1562363011,EIDW,RYR2KD  ,9288,731,3018,55,0,4,2019-07-05T19:24:02Z,2019-07-05T21:43:31Z
4cabb8,1562358601,EHAM,1562362889,EIDW,RYR5GW  ,1964,18,3066,63,0,4,2019-07-05T20:30:01Z,2019-07-05T21:41:29Z
4ca623,1562360558,EGCC,1562362699,EIDW,RYR7M   ,1910,188,2549,32,0,4,2019-07-05T21:02:38Z,2019-07-05T21:38:19Z
4cab72,1562360073,EGNX,1562362600,EIDW,RYR537  ,298,24,2549,40,0,4,2019-07-05T20:54:33Z,2019-07-05T21:36:40Z
4ca292,1562355810,LSZH,1562362488,EIDW,EIN34Y  ,916,35,3567,86,1,4,2019-07-05T19:43:30Z,2019-07-05T21:34:48Z
4ca7b4,1562354631,EDDM,1562362396,EIDW,RYR77KT ,1170,87,3333,78,0,4,2019-07-05T19:23:51Z,2019-07-05T21:33:16Z
3c6659,1562355901,EDDF,1562362265,EIDW,DLH982  ,1034,11,3415,71,1,4,2019-07-05T19:45:01Z,2019-07-05T21:31:05Z
4ca5be,1562359691,EGBB,1562362142,EIDW,EIN27G  ,1467,243,3187,55,0,4,2019-07-05T20:48:11Z,2019-07-05T21:29:02Z
4ca5c8,1562357700,EBBR,1562361968,EIDW,EIN63K  ,1013,27,7206,269,2,4,2019-07-05T20:15:00Z,2019-07-05T21:26:08Z
4ca0fe,1562353253,LEMG,1562361894,EIDW,EIN70V  ,2592,319,3024,55,0,4,2019-07-05T19:00:53Z,2019-07-05T21:24:54Z
4ca213,1562357461,LFPG,1562361785,EIDW,EIN529  ,1469,78,2963,55,2,4,2019-07-05T20:11:01Z,2019-07-05T21:23:05Z
4ca215,1562358763,EGLL,1562361677,EIDW,EIN179  ,729,58,3155,63,3,4,2019-07-05T20:32:43Z,2019-07-05T21:21:17Z
4ca540,1562359050,EGBB,1562361528,EIDW,RYR4UB  ,5065,494,1985,10,0,4,2019-07-05T20:37:30Z,2019-07-05T21:18:48Z
4ca4ec,1562358798,EGNT,1562361415,EIDW,RYR3EG  ,6343,856,2792,55,0,4,2019-07-05T20:33:18Z,2019-07-05T21:16:55Z
4ca217,1562358640,EGLL,1562361324,EIDW,EIN183  ,661,43,2942,55,3,4,2019-07-05T20:30:40Z,2019-07-05T21:15:24Z
4ca258,1562358890,EGGD,1562361210,EIDW,RYR6BD  ,1710,107,2820,48,0,4,2019-07-05T20:34:50Z,2019-07-05T21:13:30Z
400878,1562358128,EGLL,1562361066,EIDW,BAW826Q ,920,35,3296,78,3,4,2019-07-05T20:22:08Z,2019-07-05T21:11:06Z
504e44,1562335952,EDDF,1562360967,EIDW,MLD831  ,3844,4,2601,32,2,4,2019-07-05T14:12:32Z,2019-07-05T21:09:27Z
3946e0,1562356521,LFPG,1562360748,EIDW,AFR94HE ,1374,101,9723,406,2,4,2019-07-05T19:55:21Z,2019-07-05T21:05:48Z
4ca4e3,1562357419,EGLC,1562360745,EIDW,EIN291  ,912,100,3039,63,1,4,2019-07-05T20:10:19Z,2019-07-05T21:05:45Z
4ca701,1562356174,EBBR,1562360589,EIDW,RYR38XR ,721,27,2569,32,2,4,2019-07-05T19:49:34Z,2019-07-05T21:03:09Z
4ca935,1562354048,EDDF,1562360474,EIDW,EIN65T  ,1749,4,2455,25,1,4,2019-07-05T19:14:08Z,2019-07-05T21:01:14Z
4cab17,1562357290,EGNM,1562360327,EIDW,STK3395 ,820,74,2543,32,1,4,2019-07-05T20:08:10Z,2019-07-05T20:58:47Z
4ca621,1562358552,EGGP,1562360206,EIDW,RYR3NL  ,1503,112,2883,55,0,4,2019-07-05T20:29:12Z,2019-07-05T20:56:46Z
4cabb9,1562350951,LEMG,1562359977,EIDW,RYR8MF  ,2152,242,2743,48,0,4,2019-07-05T18:22:31Z,2019-07-05T20:52:57Z
4ca837,1562357951,EGCC,1562359759,EIDW,EIN213  ,1735,188,7317,276,0,4,2019-07-05T20:19:11Z,2019-07-05T20:49:19Z
4243a6,1562345642,UUEE,1562359709,EIDW,AFL2590 ,2820,435,1968,10,0,4,2019-07-05T16:54:02Z,2019-07-05T20:48:29Z
4ca947,1562352032,EDDM,1562359591,EIDW,EIN3AR  ,1431,103,3098,55,0,4,2019-07-05T18:40:32Z,2019-07-05T20:46:31Z
4ca294,1562356591,EGKK,1562359434,EIDW,EIN245  ,1910,281,7232,269,1,4,2019-07-05T19:56:31Z,2019-07-05T20:43:54Z
4ca6b1,1562356635,EGPF,1562359253,EIDW,STK29GL ,857,159,9690,421,0,4,2019-07-05T19:57:15Z,2019-07-05T20:40:53Z
4ca214,1562354190,EDDL,1562359192,EIDW,EIN69Y  ,965,77,7432,284,0,4,2019-07-05T19:16:30Z,2019-07-05T20:39:52Z
a36a10,1562356897,EINN,1562358604,EIDW,UPS249  ,2371,610,1901,10,0,4,2019-07-05T20:01:37Z,2019-07-05T20:30:04Z
4cafb4,1562354836,EGMC,1562358146,EIDW,RYR4LY  ,1533,129,2044,10,0,4,2019-07-05T19:27:16Z,2019-07-05T20:22:26Z
4ca1ff,1562354550,EGGW,1562357415,EIDW,RYR1GF  ,1335,53,2388,25,0,4,2019-07-05T19:22:30Z,2019-07-05T20:10:15Z
4caaec,1562352994,NA,1562356407,EIDW,STK45BZ ,NA,NA,2460,32,0,4,2019-07-05T18:56:34Z,2019-07-05T19:53:27Z
4ca161,1562353050,EGPH,1562355974,EIDW,STK59ED ,13731,1360,2372,32,0,4,2019-07-05T18:57:30Z,2019-07-05T19:46:14Z
47bdfb,1562346785,ESSA,1562355435,EIDW,SAS2565 ,2371,324,2037,2,0,4,2019-07-05T17:13:05Z,2019-07-05T19:37:15Z
4ca6a5,1562347527,LPPT,1562355290,EIDW,RYR8HZ  ,3900,381,1888,2,1,4,2019-07-05T17:25:27Z,2019-07-05T19:34:50Z
4ca647,1562352654,EGBB,1562355055,EIDW,RYR667  ,4750,540,2037,10,0,4,2019-07-05T18:50:54Z,2019-07-05T19:30:55Z
4ca6b2,1562351755,EGGD,1562354791,EIDW,STK87DR ,1711,229,2481,32,0,4,2019-07-05T18:35:55Z,2019-07-05T19:26:31Z
4ca2ca,1562351965,EGLL,1562354638,EIDW,EIN1YG  ,783,66,2436,25,3,4,2019-07-05T18:39:25Z,2019-07-05T19:23:58Z
4ca7be,1562351671,EGKK,1562354511,EIDW,RYR11DE ,1823,235,1877,2,1,4,2019-07-05T18:34:31Z,2019-07-05T19:21:51Z
4787b1,1562347065,ENGM,1562353948,EIDW,NAX2NU  ,8558,1224,1855,12,0,4,2019-07-05T17:17:45Z,2019-07-05T19:12:28Z
4ca9ea,1562346602,EDJA,1562353735,EIDW,RYR2413 ,2325,227,1990,2,1,4,2019-07-05T17:10:02Z,2019-07-05T19:08:55Z
4ca24f,1562350388,EGKK,1562353587,EIDW,RYR858Z ,1797,197,1700,5,1,4,2019-07-05T18:13:08Z,2019-07-05T19:06:27Z
4caad7,1562350053,EGPH,1562353445,EIDW,STK57ED ,218,50,2418,25,0,4,2019-07-05T18:07:33Z,2019-07-05T19:04:05Z
40100a,1562349874,EGHI,1562353195,EIDW,BEE6LN  ,3674,466,9594,406,0,4,2019-07-05T18:04:34Z,2019-07-05T18:59:55Z
400ceb,1562350204,EGLL,1562353122,EIDW,BAW85Q  ,856,35,4076,109,3,4,2019-07-05T18:10:04Z,2019-07-05T18:58:42Z
8960d4,1562325661,OMDB,1562352821,EIDW,UAE163  ,1314,156,1996,2,0,4,2019-07-05T11:21:01Z,2019-07-05T18:53:41Z
4ca1b9,1562346483,EDDH,1562352650,EIDW,RYR1ME  ,1391,8,1702,12,0,4,2019-07-05T17:08:03Z,2019-07-05T18:50:50Z
4ca859,1562349174,EGSS,1562352499,EIDW,RYR8614 ,1092,46,1947,2,0,4,2019-07-05T17:52:54Z,2019-07-05T18:48:19Z
4cab74,1562343647,LPFR,1562352359,EIDW,RYR9371 ,7165,655,2574,32,0,4,2019-07-05T16:20:47Z,2019-07-05T18:45:59Z
4ca623,1562344340,EDDB,1562352187,EIDW,RYR26SN ,509,5,1968,2,0,4,2019-07-05T16:32:20Z,2019-07-05T18:43:07Z
4cc514,1562344501,BIKF,1562352051,EIDW,BBD6809 ,1283,46,2732,2,0,4,2019-07-05T16:35:01Z,2019-07-05T18:40:51Z
4cab72,1562344055,LIMC,1562351904,EIDW,RYR14QY ,936,13,1983,10,2,4,2019-07-05T16:27:35Z,2019-07-05T18:38:24Z
c06738,1562344205,NA,1562351633,EIDW,TOM1LA  ,NA,NA,2883,40,0,4,2019-07-05T16:30:05Z,2019-07-05T18:33:53Z
a47320,1562344845,LSZH,1562351382,EIDW,N386RW  ,1498,27,2679,40,1,4,2019-07-05T16:40:45Z,2019-07-05T18:29:42Z
4ca621,1562343423,LEMD,1562351095,EIDW,RYR5VN  ,170,29,1737,12,1,4,2019-07-05T16:17:03Z,2019-07-05T18:24:55Z
47ba78,1562343600,EKCH,1562350960,EIDW,SAS2537 ,64,55,1839,2,0,4,2019-07-05T16:20:00Z,2019-07-05T18:22:40Z
4ca27f,1562347994,EGLL,1562350827,EIDW,EIN17R  ,883,66,1917,5,3,4,2019-07-05T17:33:14Z,2019-07-05T18:20:27Z
48c22f,1562340720,EPMO,1562350662,EIDW,RYR3FG  ,210,25,2016,2,0,4,2019-07-05T15:32:00Z,2019-07-05T18:17:42Z
4ca258,1562345880,EHAM,1562350520,EIDW,RYR96NU ,4199,27,1984,2,0,4,2019-07-05T16:58:00Z,2019-07-05T18:15:20Z
4ca5ec,1562343846,EDDF,1562350375,EIDW,RYR31XY ,1862,11,1974,2,1,4,2019-07-05T16:24:06Z,2019-07-05T18:12:55Z
40083b,1562346830,EGLL,1562350105,EIDW,BAW82DM ,881,43,9720,398,3,4,2019-07-05T17:13:50Z,2019-07-05T18:08:25Z
4ca4ec,1562347927,EGCC,1562350058,EIDW,RYR4D   ,3518,180,1912,2,0,4,2019-07-05T17:32:07Z,2019-07-05T18:07:38Z
4ca2a7,1562347179,EGBB,1562349918,EIDW,RYR673  ,4949,487,1719,5,0,4,2019-07-05T17:19:39Z,2019-07-05T18:05:18Z
3cffda,1562343159,LSGG,1562349680,EIDW,AYY107  ,595,26,9085,391,1,4,2019-07-05T16:12:39Z,2019-07-05T18:01:20Z
406109,1562346090,EGLC,1562349641,EIDW,CFE37E  ,1108,154,1888,2,1,4,2019-07-05T17:01:30Z,2019-07-05T18:00:41Z
4ca837,1562341620,LKKL,1562349496,EIDW,EIN64W  ,4353,1349,1926,2,2,4,2019-07-05T15:47:00Z,2019-07-05T17:58:16Z
4ca5be,1562345876,EGLC,1562349353,EIDW,EIN2TA  ,2254,108,2878,10,0,4,2019-07-05T16:57:56Z,2019-07-05T17:55:53Z
4ca5e9,1562343551,EDDK,1562349196,EIDW,RYR244X ,396,15,1904,5,1,4,2019-07-05T16:19:11Z,2019-07-05T17:53:16Z
4d00c3,1562343157,ELLX,1562348939,EIDW,LGL43D  ,2236,33,2407,17,0,4,2019-07-05T16:12:37Z,2019-07-05T17:48:59Z
