icao24,firstSeen,estDepartureAirport,lastSeen,estArrivalAirport,callsign,estDepartureAirportHorizDistance,estDepartureAirportVertDistance,estArrivalAirportHorizDistance,estArrivalAirportVertDistance,departureAirportCandidatesCount,arrivalAirportCandidatesCount,first,last
4ca6d2,1562259943,EHAM,1562264864,EIDW,RYR96NU ,4259,72,9846,368,0,4,2019-07-04T17:05:43Z,2019-07-04T18:27:44Z
4ca37c,1562259412,EBBR,1562264759,EIDW,RYR38XR ,797,48,7672,246,2,4,2019-07-04T16:56:52Z,2019-07-04T18:25:59Z
4ca555,1562260632,EGLC,1562264617,EIDW,EIN2TA  ,1293,24,7851,246,1,4,2019-07-04T17:17:12Z,2019-07-04T18:23:37Z
4ca212,1562254817,LIPX,1562264334,EIDW,EIN1AL  ,898,18,6227,177,1,4,2019-07-04T15:40:17Z,2019-07-04T18:18:54Z
40083b,1562260218,EGLL,1562264022,EIDW,BAW82DM ,1066,28,19852,893,3,2,2019-07-04T17:10:18Z,2019-07-04T18:13:42Z
4ca1c1,1562253340,LHBP,1562263996,EIDW,RYR25NF ,1960,51,9710,360,0,4,2019-07-04T15:15:40Z,2019-07-04T18:13:16Z
4ca4f7,1562254500,LEAL,1562263874,EIDW,RYR7AZ  ,1889,253,7625,246,0,4,2019-07-04T15:35:00Z,2019-07-04T18:11:14Z
4ca80b,1562255542,LEMD,1562263701,EIDW,RYR5VN  ,419,38,9802,368,1,4,2019-07-04T15:52:22Z,2019-07-04T18:08:21Z
4ca9ea,1562255436,LEBL,1562263469,EIDW,RYR66MP ,12947,1268,9689,360,0,4,2019-07-04T15:50:36Z,2019-07-04T18:04:29Z
4cab17,1562257094,EGJJ,1562262684,EIDW,STK3343 ,798,8,9346,352,0,4,2019-07-04T16:18:14Z,2019-07-04T17:51:24Z
4ca27f,1562253047,LOWW,1562262299,EIDW,EIN665  ,257,45,8356,291,0,4,2019-07-04T15:10:47Z,2019-07-04T17:44:59Z
4ca27a,1562259660,EGCC,1562262025,EIDW,RYR6EC  ,3289,173,9093,330,0,4,2019-07-04T17:01:00Z,2019-07-04T17:40:25Z
4cafc3,1562255351,EDDF,1562261799,EIDW,RYR31XY ,1446,57,9340,337,1,4,2019-07-04T15:49:11Z,2019-07-04T17:36:39Z
4ca607,1562258674,EGCC,1562261639,EIDW,STK327D ,3088,89,9632,360,0,4,2019-07-04T16:44:34Z,2019-07-04T17:33:59Z
4ca13d,1562252986,LIPE,1562261518,EIDW,EIN417  ,4924,640,7598,253,0,4,2019-07-04T15:09:46Z,2019-07-04T17:31:58Z
4d00ca,1562253923,ELLX,1562261362,EIDW,LGL43D  ,1365,71,7306,231,0,4,2019-07-04T15:25:23Z,2019-07-04T17:29:22Z
4ca2cb,1562252167,LPFR,1562261206,EIDW,EIN45D  ,5928,648,7716,246,0,4,2019-07-04T14:56:07Z,2019-07-04T17:26:46Z
4cabb9,1562258414,EGNP,1562260961,EIDW,RYR9PH  ,1173,252,8205,284,1,4,2019-07-04T16:40:14Z,2019-07-04T17:22:41Z
4ca770,1562257652,EGLL,1562260822,EIDW,EIN169  ,830,28,7673,253,3,4,2019-07-04T16:27:32Z,2019-07-04T17:20:22Z
4ca216,1562257670,NA,1562260704,EIDW,EIN74P  ,NA,NA,6137,170,0,4,2019-07-04T16:27:50Z,2019-07-04T17:18:24Z
4ca258,1562256993,EGSS,1562260456,EIDW,RYR73JJ ,1256,15,7636,246,0,4,2019-07-04T16:16:33Z,2019-07-04T17:14:16Z
45ac33,1562251566,ESSA,1562260227,EIDW,SAS2565 ,4342,438,7566,246,0,4,2019-07-04T14:46:06Z,2019-07-04T17:10:27Z
4caf89,1562258760,EGNS,1562259929,EIDW,STK3217 ,11480,1508,9767,368,0,4,2019-07-04T16:46:00Z,2019-07-04T17:05:29Z
495286,1562251351,LPPT,1562259805,EIDW,TAP1324 ,3864,404,8337,284,1,4,2019-07-04T14:42:31Z,2019-07-04T17:03:25Z
4ca15d,1562254910,LFPG,1562259675,EIDW,EIN527  ,1661,71,7442,231,2,4,2019-07-04T15:41:50Z,2019-07-04T17:01:15Z
4ca935,1562255015,NA,1562259528,EIDW,EIN7T9  ,NA,NA,7479,238,0,4,2019-07-04T15:43:35Z,2019-07-04T16:58:48Z
4ca213,1562251807,NA,1562259359,EIDW,EIN545  ,NA,NA,8367,291,0,4,2019-07-04T14:50:07Z,2019-07-04T16:55:59Z
4cacdf,1562251385,LIMC,1562259191,EIDW,RYR14QY ,1140,43,9679,360,2,4,2019-07-04T14:43:05Z,2019-07-04T16:53:11Z
4ca293,1562254472,EHAM,1562259079,EIDW,EIN60Y  ,2602,80,7405,231,0,4,2019-07-04T15:34:32Z,2019-07-04T16:51:19Z
4ca79b,1562251552,EKCH,1562258927,EIDW,RYR8DP  ,2778,25,7319,231,0,4,2019-07-04T14:45:52Z,2019-07-04T16:48:47Z
4caad9,1562256048,EGPF,1562258752,EIDW,STK27GL ,1448,159,9590,360,0,4,2019-07-04T16:00:48Z,2019-07-04T16:45:52Z
4ca97e,1562255274,EGHH,1562258602,EIDW,RYR22AE ,520,80,9183,322,0,4,2019-07-04T15:47:54Z,2019-07-04T16:43:22Z
4caa5c,1562245801,LMML,1562258357,EIDW,RYR30YP ,14522,1493,9778,360,0,4,2019-07-04T13:10:01Z,2019-07-04T16:39:17Z
4ca9d3,1562252680,ELLX,1562258125,EIDW,RYR1949 ,657,78,9136,330,0,4,2019-07-04T15:04:40Z,2019-07-04T16:35:25Z
4ca621,1562247534,NA,1562257968,EIDW,RYR8BB  ,NA,NA,9584,352,0,4,2019-07-04T13:38:54Z,2019-07-04T16:32:48Z
4ca5f0,1562255498,EGGD,1562257857,EIDW,RYR4UY  ,2045,122,7598,246,0,4,2019-07-04T15:51:38Z,2019-07-04T16:30:57Z
504e4b,1562245501,NA,1562257710,EIDW,FIA711  ,NA,NA,8937,314,0,4,2019-07-04T13:05:01Z,2019-07-04T16:28:30Z
4ca6b2,1562254206,EGPH,1562257611,EIDW,STK56ED ,380,18,5401,131,0,4,2019-07-04T15:30:06Z,2019-07-04T16:26:51Z
34448d,1562250030,LEMD,1562257464,EIDW,IBS3790 ,994,31,9020,314,1,4,2019-07-04T14:20:30Z,2019-07-04T16:24:24Z
4ca214,1562251837,LFBD,1562257333,EIDW,EIN50W  ,1405,64,6895,200,0,4,2019-07-04T14:50:37Z,2019-07-04T16:22:13Z
4ca6b1,1562253624,NA,1562257160,EIDW,STK43BZ ,NA,NA,9223,337,0,4,2019-07-04T15:20:24Z,2019-07-04T16:19:20Z
461f36,1562247068,EFHK,1562257045,EIDW,FIN3PR  ,2374,90,8222,284,1,4,2019-07-04T13:31:08Z,2019-07-04T16:17:25Z
4ca640,1562254740,EGCC,1562256773,EIDW,EIN2VX  ,3833,203,7062,208,0,4,2019-07-04T15:39:00Z,2019-07-04T16:12:53Z
3c6643,1562250367,EDDF,1562256629,EIDW,DLH5LE  ,1203,65,7291,223,1,4,2019-07-04T14:26:07Z,2019-07-04T16:10:29Z
4ca6a9,1562246972,LEMG,1562256317,EIDW,RYR5PG  ,3128,364,7678,253,0,4,2019-07-04T13:29:32Z,2019-07-04T16:05:17Z
3c66b2,1562248692,EDDM,1562256176,EIDW,DLH6VC  ,1428,110,7443,231,0,4,2019-07-04T13:58:12Z,2019-07-04T16:02:56Z
4ca161,1562252897,EGGD,1562256051,EIDW,STK84DR ,3008,336,5385,131,0,4,2019-07-04T15:08:17Z,2019-07-04T16:00:51Z
4ca836,1562252906,EGLL,1562255875,EIDW,EIN16T  ,759,5,7592,238,3,4,2019-07-04T15:08:26Z,2019-07-04T15:57:55Z
4ca53d,1562250300,EDDK,1562255707,EIDW,RYR244X ,427,61,9002,314,1,4,2019-07-04T14:25:00Z,2019-07-04T15:55:07Z
4ca215,1562249071,LFBO,1562255601,EIDW,EIN5YP  ,2181,175,7631,238,2,4,2019-07-04T14:04:31Z,2019-07-04T15:53:21Z
4ca281,1562249043,LFLL,1562255455,EIDW,EIN55N  ,1565,1,7642,238,1,4,2019-07-04T14:04:03Z,2019-07-04T15:50:55Z
4ca837,1562252162,EGKK,1562255305,EIDW,EIN237  ,2012,205,8173,276,1,4,2019-07-04T14:56:02Z,2019-07-04T15:48:25Z
4ca9eb,1562245182,NA,1562255150,EIDW,RYR43FZ ,NA,NA,7684,246,0,4,2019-07-04T12:59:42Z,2019-07-04T15:45:50Z
4ca6a5,1562250840,NA,1562254999,EIDW,RYR9DX  ,NA,NA,8321,276,0,4,2019-07-04T14:34:00Z,2019-07-04T15:43:19Z
4ca5c8,1562252434,EGBB,1562254855,EIDW,EIN27V  ,3948,464,8341,284,0,4,2019-07-04T15:00:34Z,2019-07-04T15:40:55Z
4ca5be,1562251208,EGLC,1562254709,EIDW,EIN28MT ,1045,70,7933,276,1,4,2019-07-04T14:40:08Z,2019-07-04T15:38:29Z
4ca65e,1562250630,EGKK,1562254545,EIDW,RYR3HM  ,2936,357,9313,337,1,4,2019-07-04T14:30:30Z,2019-07-04T15:35:45Z
4ca97b,1562244635,NA,1562254404,EIDW,RYR48LL ,NA,NA,9406,337,0,4,2019-07-04T12:50:35Z,2019-07-04T15:33:24Z
4ca78d,1562252215,EGPF,1562254270,EIDW,RYR7XQ  ,1248,91,9534,345,0,4,2019-07-04T14:56:55Z,2019-07-04T15:31:10Z
4ca6ac,1562249114,LFPG,1562254138,EIDW,AFR46MN ,1600,10,7652,238,2,4,2019-07-04T14:05:14Z,2019-07-04T15:28:58Z
485875,1562249825,EHAM,1562253971,EIDW,KLM937  ,4382,88,8566,291,0,4,2019-07-04T14:17:05Z,2019-07-04T15:26:11Z
4ca93b,1562251626,EGBB,1562253835,EIDW,RYR99TJ ,3730,525,8174,269,0,4,2019-07-04T14:47:06Z,2019-07-04T15:23:55Z
4cabc0,1562246138,LKPR,1562253651,EIDW,RYR10AU ,6399,762,9679,360,2,4,2019-07-04T13:15:38Z,2019-07-04T15:20:51Z
4ca5e9,1562250181,EGGW,1562253372,EIDW,RYR8WM  ,1332,14,8302,276,0,4,2019-07-04T14:23:01Z,2019-07-04T15:16:12Z
4caaec,1562250031,EGPH,1562253148,EIDW,STK55YA ,364,10,6082,162,0,4,2019-07-04T14:20:31Z,2019-07-04T15:12:28Z
4ca2a7,1562251214,EGCC,1562252962,EIDW,RYR3QW  ,3699,150,7662,238,0,4,2019-07-04T14:40:14Z,2019-07-04T15:09:22Z
400936,1562249705,EGLL,1562252695,EIDW,BAW830  ,1328,50,8278,276,3,4,2019-07-04T14:15:05Z,2019-07-04T15:04:55Z
4ca4ec,1562247760,EHAM,1562252249,EIDW,RYR4KE  ,5019,80,8431,284,0,4,2019-07-04T13:42:40Z,2019-07-04T14:57:29Z
4ca623,1562242667,EPMO,1562251978,EIDW,RYR3FG  ,355,50,9738,360,0,4,2019-07-04T12:17:47Z,2019-07-04T14:52:58Z
4ca8e9,1562243250,LEZL,1562251829,EIDW,RYR4HP  ,9217,964,9803,360,1,4,2019-07-04T12:27:30Z,2019-07-04T14:50:29Z
4cab72,1562242999,LPFR,1562251684,EIDW,RYR62UH ,7487,617,9537,345,0,4,2019-07-04T12:23:19Z,2019-07-04T14:48:04Z
4ca947,1562248051,EGLL,1562251016,EIDW,EIN165  ,1381,58,8287,261,2,4,2019-07-04T13:47:31Z,2019-07-04T14:36:56Z
4baa81,1562236482,NA,1562250858,EIDW,THY9EP  ,NA,NA,7700,231,0,4,2019-07-04T10:34:42Z,2019-07-04T14:34:18Z
4caf89,1562248245,NA,1562250654,EIDW,STK43D  ,NA,NA,9303,337,0,4,2019-07-04T13:50:45Z,2019-07-04T14:30:54Z
4ca4ef,1562247964,EGPH,1562250529,EIDW,RYR1DV  ,6301,827,8253,276,0,4,2019-07-04T13:46:04Z,2019-07-04T14:28:49Z
4ca0d1,1562239333,NA,1562250256,EIDW,EIN477  ,NA,NA,7616,231,0,4,2019-07-04T11:22:13Z,2019-07-04T14:24:16Z
4ca8e5,1562231280,EGSS,1562250110,EIDW,RYR3M   ,1598,7,8342,269,1,4,2019-07-04T09:08:00Z,2019-07-04T14:21:50Z
4ca92d,1562235903,LGKN,1562249968,EIDW,EIN441  ,13573,1453,7663,238,0,4,2019-07-04T10:25:03Z,2019-07-04T14:19:28Z
4ca65c,1562241106,LIPE,1562249811,EIDW,RYR7RC  ,4221,655,9166,322,0,4,2019-07-04T11:51:46Z,2019-07-04T14:16:51Z
4ca607,1562246986,EIKY,1562249699,EIDW,STK5K   ,13461,1116,9344,345,0,4,2019-07-04T13:29:46Z,2019-07-04T14:14:59Z
4ca859,1562240170,LEMG,1562249613,EIDW,RYR13AH ,2909,319,9652,345,0,4,2019-07-04T11:36:10Z,2019-07-04T14:13:33Z
44035e,1562240387,LOWW,1562249518,EIDW,LDM9CP  ,1011,7,8174,269,0,4,2019-07-04T11:39:47Z,2019-07-04T14:11:58Z
4ca704,1562245586,EGSS,1562249363,EIDW,RYR1EP  ,1858,14,8388,284,1,4,2019-07-04T13:06:26Z,2019-07-04T14:09:23Z
c06738,1562235273,NA,1562249232,EIDW,TOM36T  ,NA,NA,7636,231,0,4,2019-07-04T10:14:33Z,2019-07-04T14:07:12Z
4008b3,1562245513,EGLL,1562248919,EIDW,BAW84DM ,1287,17,9188,322,2,4,2019-07-04T13:05:13Z,2019-07-04T14:01:59Z
4cacac,1562238403,NA,1562248795,EIDW,RYR77VB ,NA,NA,7754,238,0,4,2019-07-04T11:06:43Z,2019-07-04T13:59:55Z
4ca8bd,1562238120,NA,1562248630,EIDW,EIN451  ,NA,NA,9616,337,0,4,2019-07-04T11:02:00Z,2019-07-04T13:57:10Z
4ca6d2,1562244377,EGKK,1562248508,EIDW,RYR115  ,3172,273,8200,276,1,4,2019-07-04T12:46:17Z,2019-07-04T13:55:08Z
406b6d,1562244090,EGLC,1562248376,EIDW,CFE95E  ,835,62,8243,269,1,4,2019-07-04T12:41:30Z,2019-07-04T13:52:56Z
4ca9ed,1562245463,EGGP,1562248221,EIDW,RYR7UJ  ,1718,82,8319,276,0,4,2019-07-04T13:04:23Z,2019-07-04T13:50:21Z
4ca555,1562243645,EGLC,1562248076,EIDW,EIN2LC  ,1768,55,9263,269,1,4,2019-07-04T12:34:05Z,2019-07-04T13:47:56Z
896538,1562220363,OMAA,1562247929,EIDW,ETD75X  ,3720,361,8351,276,0,4,2019-07-04T06:06:03Z,2019-07-04T13:45:29Z
4ca280,1562241993,LFPG,1562247799,EIDW,EIN525  ,1826,109,7620,231,2,4,2019-07-04T12:06:33Z,2019-07-04T13:43:19Z
4b17fe,1562240464,LSZH,1562247658,EIDW,SWR75V  ,1094,73,7630,238,1,4,2019-07-04T11:41:04Z,2019-07-04T13:40:58Z
491d85,1562239960,NA,1562247507,EIDW,NJE897W ,NA,NA,7438,231,0,4,2019-07-04T11:32:40Z,2019-07-04T13:38:27Z
344495,1562239044,LEMD,1562247354,EIDW,GES381L ,195,92,6894,200,1,4,2019-07-04T11:17:24Z,2019-07-04T13:35:54Z
4ca63a,1562242118,EHAM,1562247198,EIDW,EIN605P ,4189,95,7689,238,0,4,2019-07-04T12:08:38Z,2019-07-04T13:33:18Z
4ca614,1562238014,LEMG,1562247039,EIDW,EIN58P  ,2846,288,7049,208,0,4,2019-07-04T11:00:14Z,2019-07-04T13:30:39Z
346047,1562238570,LEBL,1562246723,EIDW,VLG72LD ,10250,948,8190,269,0,4,2019-07-04T11:09:30Z,2019-07-04T13:25:23Z
3c56ea,1562240313,EDDL,1562246573,EIDW,EWG3RS  ,609,90,7394,223,0,4,2019-07-04T11:38:33Z,2019-07-04T13:22:53Z
4ca117,1562237287,LPFR,1562246421,EIDW,EIN93T  ,5037,640,7581,231,0,4,2019-07-04T10:48:07Z,2019-07-04T13:20:21Z
4caad7,1562243379,NA,1562246132,EIDW,STK31Q  ,NA,NA,10002,368,0,4,2019-07-04T12:29:39Z,2019-07-04T13:15:32Z
4ca5f0,1562239239,EDDH,1562245730,EIDW,RYR1ME  ,1900,16,9088,314,0,4,2019-07-04T11:20:39Z,2019-07-04T13:08:50Z
4ca2ca,1562237146,LPPT,1562245624,EIDW,EIN4XH  ,3373,343,7380,215,1,4,2019-07-04T10:45:46Z,2019-07-04T13:07:04Z
4ca0fe,1562236684,LIPZ,1562245491,EIDW,EIN42N  ,2673,363,7396,215,1,4,2019-07-04T10:38:04Z,2019-07-04T13:04:51Z
4ca8e8,1562239278,NA,1562245346,EIDW,RYR157P ,NA,NA,8357,276,0,4,2019-07-04T11:21:18Z,2019-07-04T13:02:26Z
4caad9,1562241854,EGGD,1562245106,EIDW,STK83DU ,1918,153,9150,322,0,4,2019-07-04T12:04:14Z,2019-07-04T12:58:26Z
4ca893,1562236116,NA,1562244943,EIDW,RYR46XU ,NA,NA,9208,322,0,4,2019-07-04T10:28:36Z,2019-07-04T12:55:43Z
4cafa6,1562239578,EHAM,1562244745,EIDW,KLM43C  ,2567,95,8195,253,0,4,2019-07-04T11:26:18Z,2019-07-04T12:52:25Z
4ca810,1562234534,LIRA,1562244605,EIDW,RYR14UH ,16,38,9041,314,0,4,2019-07-04T10:02:14Z,2019-07-04T12:50:05Z
4cabb8,1562241693,EGBB,1562244503,EIDW,RYR2VH  ,5233,517,8399,276,0,4,2019-07-04T12:01:33Z,2019-07-04T12:48:23Z
4cab17,1562240499,EGBB,1562244288,EIDW,STK265B ,4796,342,8943,307,0,4,2019-07-04T11:41:39Z,2019-07-04T12:44:48Z
4cc27c,1562237005,BIKF,1562244045,EIDW,ICE418  ,1425,107,7725,246,0,4,2019-07-04T10:43:25Z,2019-07-04T12:40:45Z
4ca640,1562233570,LIRF,1562243814,EIDW,EIN40X  ,872,232,7657,238,0,4,2019-07-04T09:46:10Z,2019-07-04T12:36:54Z
48c231,1562235190,EPPO,1562243549,EIDW,RYR6FT  ,1073,66,9308,322,2,4,2019-07-04T10:13:10Z,2019-07-04T12:32:29Z
4ca1ff,1562235630,LIME,1562243322,EIDW,RYR49MC ,2097,302,8367,269,1,4,2019-07-04T10:20:30Z,2019-07-04T12:28:42Z
4ca788,1562238911,EGLL,1562243087,EIDW,EIN159  ,1283,10,7598,223,2,4,2019-07-04T11:15:11Z,2019-07-04T12:24:47Z
4d21ea,1562237412,LFBD,1562242922,EIDW,RYR648E ,1131,42,9631,345,0,4,2019-07-04T10:50:12Z,2019-07-04T12:22:02Z
ab7613,1562214472,KDFW,1562242777,EIDW,AAL132  ,2259,180,8318,269,2,4,2019-07-04T04:27:52Z,2019-07-04T12:19:37Z
4ca161,1562239517,EGPH,1562242574,EIDW,STK53ED ,332,33,7372,231,0,4,2019-07-04T11:25:17Z,2019-07-04T12:16:14Z
4ca847,1562233902,LPPT,1562242397,EIDW,RYR2BA  ,3995,350,8996,307,1,4,2019-07-04T09:51:42Z,2019-07-04T12:13:17Z
3991e9,1562237645,LFPG,1562241959,EIDW,AFR181P ,1333,48,7420,223,2,4,2019-07-04T10:54:05Z,2019-07-04T12:05:59Z
4ca770,1562234504,EDDM,1562241838,EIDW,EIN35Y  ,1151,79,8237,276,0,4,2019-07-04T10:01:44Z,2019-07-04T12:03:58Z
4ca15e,1562209539,KLAX,1562241626,EIDW,EIN1PE  ,3629,350,9571,322,2,4,2019-07-04T03:05:39Z,2019-07-04T12:00:26Z
4ca2a7,1562239684,EGCC,1562241476,EIDW,RYR2F   ,2033,173,8904,299,0,4,2019-07-04T11:28:04Z,2019-07-04T11:57:56Z
4ca97e,1562231472,NA,1562241248,EIDW,RYR6XD  ,NA,NA,8336,276,0,4,2019-07-04T09:11:12Z,2019-07-04T11:54:08Z
4ca836,1562233464,LIML,1562241004,EIDW,EIN43R  ,2619,288,8200,269,1,4,2019-07-04T09:44:24Z,2019-07-04T11:50:04Z
4ca15d,1562231443,LEAL,1562240759,EIDW,EIN573  ,1738,177,7615,223,0,4,2019-07-04T09:10:43Z,2019-07-04T11:45:59Z
4ca6b2,1562237632,EGCC,1562240410,EIDW,STK32X  ,2987,58,6931,200,0,4,2019-07-04T10:53:52Z,2019-07-04T11:40:10Z
4ca293,1562232523,LEBL,1562240247,EIDW,EIN5HM  ,3901,529,8932,299,0,4,2019-07-04T09:28:43Z,2019-07-04T11:37:27Z
4ca217,1562234789,EHAM,1562240112,EIDW,EIN995  ,1501,103,7587,223,0,4,2019-07-04T10:06:29Z,2019-07-04T11:35:12Z
4ca6b1,1562236871,EGPF,1562239944,EIDW,STK23GL ,954,83,8811,299,0,4,2019-07-04T10:41:11Z,2019-07-04T11:32:24Z
4ca6c4,1562232481,LSZH,1562239811,EIDW,EIN3GC  ,398,81,8835,299,1,4,2019-07-04T09:28:01Z,2019-07-04T11:30:11Z
4cabb9,1562232664,EDDB,1562239675,EIDW,RYR456E ,383,78,8367,269,0,4,2019-07-04T09:31:04Z,2019-07-04T11:27:55Z
4ca9d3,1562231912,LEMD,1562239526,EIDW,RYR6CV  ,476,22,8523,276,1,4,2019-07-04T09:18:32Z,2019-07-04T11:25:26Z
4ca216,1562236184,EGKK,1562239396,EIDW,EIN2KE  ,2610,288,7641,223,1,4,2019-07-04T10:29:44Z,2019-07-04T11:23:16Z
4ca65e,1562232404,LFMK,1562239227,EIDW,RYR34NM ,6753,812,9606,330,0,4,2019-07-04T09:26:44Z,2019-07-04T11:20:27Z
4ca78d,1562236282,EGNT,1562239078,EIDW,RYR173  ,6315,703,9679,345,0,4,2019-07-04T10:31:22Z,2019-07-04T11:17:58Z
4ca7be,1562231062,NA,1562238941,EIDW,RYR85YC ,NA,NA,9588,330,0,4,2019-07-04T09:04:22Z,2019-07-04T11:15:41Z
4ca837,1562231770,EDDT,1562238830,EIDW,EIN33J  ,1008,61,6942,192,0,4,2019-07-04T09:16:10Z,2019-07-04T11:13:50Z
4ca212,1562230953,LEMD,1562238669,EIDW,EIN59M  ,890,8,8196,269,1,4,2019-07-04T09:02:33Z,2019-07-04T11:11:09Z
c078c1,1562215612,CYYZ,1562238539,EIDW,TSC148  ,1859,28,7395,223,0,4,2019-07-04T04:46:52Z,2019-07-04T11:08:59Z
4ca80b,1562230165,NA,1562238351,EIDW,RYR9176 ,NA,NA,8931,299,0,4,2019-07-04T08:49:25Z,2019-07-04T11:05:51Z
4ca0fc,1562209115,KOPF,1562238216,EIDW,EIN1PT  ,7231,1414,7578,215,2,4,2019-07-04T02:58:35Z,2019-07-04T11:03:36Z
4ca935,1562234830,EGLL,1562238112,EIDW,EIN1XL  ,1233,12,7694,231,2,4,2019-07-04T10:07:10Z,2019-07-04T11:01:52Z
407464,1562234352,EGLL,1562237980,EIDW,BAW834  ,1119,58,9172,322,2,4,2019-07-04T09:59:12Z,2019-07-04T10:59:40Z
4ca4ef,1562230471,LEBL,1562237825,EIDW,RYR65TB ,12667,1337,8931,299,0,4,2019-07-04T08:54:31Z,2019-07-04T10:57:05Z
4ca6a5,1562230989,LSZM,1562237698,EIDW,RYR36ZR ,2827,71,9093,307,1,4,2019-07-04T09:03:09Z,2019-07-04T10:54:58Z
4ca5c6,1562207520,KSEA,1562237577,EIDW,EIN142  ,2140,127,7589,223,4,4,2019-07-04T02:32:00Z,2019-07-04T10:52:57Z
4ca5c8,1562230608,EDDF,1562237429,EIDW,EIN65W  ,2212,88,8313,269,1,4,2019-07-04T08:56:48Z,2019-07-04T10:50:29Z
8963db,1562209960,OMDB,1562237270,EIDW,UAE161  ,685,118,9731,345,0,4,2019-07-04T03:12:40Z,2019-07-04T10:47:50Z
4ca79b,1562233772,EGKK,1562237152,EIDW,RYR6DB  ,2631,311,8335,261,1,4,2019-07-04T09:49:32Z,2019-07-04T10:45:52Z
4ca53d,1562232408,EHEH,1562237004,EIDW,RYR9BQ  ,1980,206,9647,337,0,4,2019-07-04T09:26:48Z,2019-07-04T10:43:24Z
4ca607,1562233765,EGNT,1562236858,EIDW,STK1NC  ,10029,795,9862,352,0,4,2019-07-04T09:49:25Z,2019-07-04T10:40:58Z
4ca76a,1562227851,LPFR,1562236729,EIDW,RYR7031 ,10885,899,9303,314,0,4,2019-07-04T08:10:51Z,2019-07-04T10:38:49Z
4ca979,1562228974,LIME,1562236600,EIDW,RYR4HD  ,2338,287,8456,269,1,4,2019-07-04T08:29:34Z,2019-07-04T10:36:40Z
4ca93b,1562228763,EDDM,1562235957,EIDW,RYR98RK ,1268,87,8307,276,0,4,2019-07-04T08:26:03Z,2019-07-04T10:25:57Z
4ca7d8,1562203638,KSFO,1562235831,EIDW,EIN146  ,3064,384,7615,223,0,4,2019-07-04T01:27:18Z,2019-07-04T10:23:51Z
4ca214,1562229760,EDDH,1562235669,EIDW,EIN39A  ,1755,61,8195,253,0,4,2019-07-04T08:42:40Z,2019-07-04T10:21:09Z
4ca4f7,1562233562,EGPF,1562235565,EIDW,RYR5771 ,1515,167,8185,253,0,4,2019-07-04T09:46:02Z,2019-07-04T10:19:25Z
4ca97d,1562232527,EGSS,1562235412,EIDW,RYR26ZC ,1177,37,7657,223,1,4,2019-07-04T09:28:47Z,2019-07-04T10:16:52Z
4ca2cb,1562230502,EBBR,1562235267,EIDW,EIN6AP  ,1368,109,8153,261,2,4,2019-07-04T08:55:02Z,2019-07-04T10:14:27Z
c079d5,1562210251,NA,1562235126,EIDW,WJA6    ,NA,NA,8335,261,0,4,2019-07-04T03:17:31Z,2019-07-04T10:12:06Z
4ca4ec,1562229480,EBMB,1562234801,EIDW,RYR249Z ,2999,92,8149,261,2,4,2019-07-04T08:38:00Z,2019-07-04T10:06:41Z
3c66e7,1562227596,EDDF,1562234666,EIDW,DLH9PX  ,2207,88,8154,269,1,4,2019-07-04T08:06:36Z,2019-07-04T10:04:26Z
4ca947,1562230990,EGLL,1562234529,EIDW,EIN15N  ,1030,28,7846,238,2,4,2019-07-04T09:03:10Z,2019-07-04T10:02:09Z
4ca281,1562229422,LFPG,1562234385,EIDW,EIN521X ,1456,40,8232,253,2,4,2019-07-04T08:37:02Z,2019-07-04T09:59:45Z
4caf89,1562232934,EGNS,1562234217,EIDW,STK3213 ,11262,1424,9574,337,0,4,2019-07-04T09:35:34Z,2019-07-04T09:56:57Z
ab0d15,1562210219,KORD,1562234081,EIDW,AAL208  ,1065,14,9584,330,0,4,2019-07-04T03:16:59Z,2019-07-04T09:54:41Z
4ca13d,1562228701,EDDL,1562233971,EIDW,EIN69X  ,883,37,7663,231,0,4,2019-07-04T08:25:01Z,2019-07-04T09:52:51Z
4ca5be,1562230187,EGLC,1562233798,EIDW,EIN283  ,353,43,9065,314,1,4,2019-07-04T08:49:47Z,2019-07-04T09:49:58Z
4ca292,1562230240,EGKK,1562233588,EIDW,EIN23W  ,2413,189,8173,253,1,4,2019-07-04T08:50:40Z,2019-07-04T09:46:28Z
4cc270,1562225979,BIKF,1562233409,EIDW,ICE416  ,1503,130,8342,276,0,4,2019-07-04T07:39:39Z,2019-07-04T09:43:29Z
4ca6d2,1562228541,NA,1562233275,EIDW,RYR34VF ,NA,NA,9010,314,0,4,2019-07-04T08:22:21Z,2019-07-04T09:41:15Z
4ca27f,1562228776,NA,1562233157,EIDW,EIN74GR ,NA,NA,8120,253,0,4,2019-07-04T08:26:16Z,2019-07-04T09:39:17Z
4caad7,1562229842,EGPH,1562233006,EIDW,STK55I  ,6618,522,9346,322,0,4,2019-07-04T08:44:02Z,2019-07-04T09:36:46Z
c0584f,1562210733,CYYZ,1562232863,EIDW,ACA842  ,2924,100,9085,299,0,4,2019-07-04T03:25:33Z,2019-07-04T09:34:23Z
4061e7,1562229042,EGLC,1562232566,EIDW,CFE73L  ,984,55,9608,330,1,4,2019-07-04T08:30:42Z,2019-07-04T09:29:26Z
4ca4e3,1562227424,LFPG,1562232429,EIDW,AFR1716 ,2493,116,9318,322,3,4,2019-07-04T08:03:44Z,2019-07-04T09:27:09Z
