FLTID,REG,ADEP,ADES,ATOT,AOBT,SOBT,FLTRUL,TYPE,WTC,RWY,STND,SRC_PHASE,SAM_ID,C40_CROSS_TIME,C40_CROSS_LAT,C40_CROSS_LON,C40_CROSS_FL,C100_CROSS_TIME,C100_CROSS_LAT,C100_CROSS_LON,C100_CROSS_FL
VIR250,GVMAP,EGLL,ZSPD,2018-06-08T15:02:00Z,2018-06-08T14:35:00Z,2018-06-08T14:15:00Z,IFR,B789,H,09R,318,DEP,219113799,2018-06-08T15:11:35Z,51.818611111111096,0.460555555555556,126,2018-06-08T15:19:36Z,52.0686111111111,2.05861111111111,257
EIN03T,EICVB,EGLL,EGAC,2018-06-08T14:28:00Z,2018-06-08T14:06:00Z,2018-06-08T14:15:00Z,IFR,A320,MJ,09R,221L,DEP,219113203,2018-06-08T14:38:04Z,52.141388888888905,-0.5458333333333331,174,2018-06-08T14:46:55Z,53.0055555555556,-1.5505555555555601,320
ACA865,CFSBV,EGLL,CYUL,2018-06-08T14:48:00Z,2018-06-08T14:20:00Z,2018-06-08T14:20:00Z,IFR,B789,H,09R,241,DEP,219113306,2018-06-08T14:58:49Z,51.5711111111111,-1.52,172,2018-06-08T15:07:12Z,51.8611111111111,-3.0711111111111102,290
BAW704W,GEUUN,EGLL,LOWW,2018-06-08T14:47:00Z,2018-06-08T14:19:00Z,2018-06-08T14:20:00Z,IFR,A320,MJ,09R,303R,DEP,219113361,2018-06-08T14:56:27Z,51.8675,0.41000000000000003,141,2018-06-08T15:05:24Z,52.1486111111111,2.01,264
SHT8A,GEUXM,EGLL,EGPH,2018-06-08T14:45:00Z,2018-06-08T14:20:00Z,2018-06-08T14:20:00Z,IFR,A321,MJ,09R,523,DEP,219113353,2018-06-08T14:55:30Z,52.1411111111111,-0.551666666666667,140,2018-06-08T15:04:38Z,53.0855555555556,-1.175,297
SAS1524,SEROC,EGLL,ESSA,2018-06-06T19:14:00Z,2018-06-06T18:49:00Z,2018-06-06T18:05:00Z,IFR,A320,MJ,09R,218L,DEP,219052899,2018-06-06T19:24:24Z,51.9005555555555,0.37027777777777804,159,2018-06-06T19:33:08Z,52.578888888888905,1.5663888888888902,312
SHT6E,GEUUR,EGLL,EGPF,2018-06-06T18:51:00Z,2018-06-06T18:28:00Z,2018-06-06T18:05:00Z,IFR,A320,MJ,09R,511,DEP,219052627,2018-06-06T19:00:18Z,52.1330555555556,-0.6541666666666669,191,2018-06-06T19:08:16Z,53.036111111111104,-1.42138888888889,307
BAW946,GEUOB,EGLL,EDDL,2018-06-06T19:00:00Z,2018-06-06T18:10:00Z,2018-06-06T18:05:00Z,IFR,A319,MJ,09R,535,DEP,219051756,2018-06-06T19:09:29Z,51.3347222222222,0.5811111111111109,172,2018-06-06T19:17:44Z,51.1875,2.16166666666667,267
SHT86P,GEUOD,EGLL,EGAC,2018-06-06T18:47:00Z,2018-06-06T18:36:00Z,2018-06-06T18:10:00Z,IFR,A319,MJ,09R,519,DEP,219052629,2018-06-06T18:59:00Z,52.126666666666694,-0.7047222222222219,229,2018-06-06T19:07:21Z,52.99194444444439,-1.59916666666667,340
EWG9ZA,DAKNG,EGLL,EDDT,2018-06-06T19:34:00Z,2018-06-06T19:19:00Z,2018-06-06T18:10:00Z,IFR,A319,MJ,09R,217,DEP,NA,NA,NA,NA,NA,NA,NA,NA,NA
SWR37G,HBJCK,EGLL,LSGG,2018-06-06T18:50:00Z,2018-06-06T18:35:00Z,2018-06-06T18:10:00Z,IFR,BCS3,MJ,09R,217,DEP,219051966,2018-06-06T18:59:52Z,50.8297222222222,-0.21500000000000002,183,2018-06-06T19:08:38Z,49.9386111111111,0.5369444444444441,290
EIN1YG,EIDVH,EGLL,EIDW,2018-06-06T18:35:00Z,2018-06-06T18:19:00Z,2018-06-06T18:10:00Z,IFR,A320,MJ,09R,221R,DEP,219051885,2018-06-06T18:44:00Z,51.546388888888906,-1.5244444444444398,176,2018-06-06T18:51:43Z,51.800277777777794,-3.09,286
JAL44,JA732J,EGLL,RJTT,2018-06-06T18:28:00Z,2018-06-06T18:10:00Z,2018-06-06T18:15:00Z,IFR,B77W,H,09R,301,DEP,219052107,2018-06-06T18:37:39Z,51.8855555555555,0.38916666666666705,143,2018-06-06T18:46:04Z,52.23666666666669,1.94416666666667,290
BAW48BC,GEUYS,EGLL,LEBL,2018-06-06T19:53:00Z,2018-06-06T19:28:00Z,2018-06-06T18:15:00Z,IFR,A320,MJ,09R,311,DEP,219053558,2018-06-06T20:02:04Z,50.8205555555556,-0.28472222222222204,199,2018-06-06T20:10:17Z,49.851944444444385,0.10527777777777801,321
BAW706V,GEUUS,EGLL,LOWW,2018-06-06T19:22:00Z,2018-06-06T18:57:00Z,2018-06-06T18:15:00Z,IFR,A320,MJ,09R,325,DEP,219052058,2018-06-06T19:31:00Z,51.3611111111111,0.589444444444444,179,2018-06-06T19:39:06Z,51.16166666666669,2.15305555555556,275
PIA786,APBGY,EGLL,OPRN,2018-06-06T18:46:00Z,2018-06-06T18:20:00Z,2018-06-06T18:15:00Z,IFR,B77L,H,09R,327,DEP,219052106,2018-06-06T18:55:05Z,51.85361111111109,0.42444444444444407,194,2018-06-06T19:03:08Z,52.08444444444439,2.0502777777777803,350
KLM66Q,PHEZM,EGLL,EHAM,2018-06-06T18:39:00Z,2018-06-06T18:14:00Z,2018-06-06T18:15:00Z,IFR,E190,MJ,09R,429,DEP,219052063,2018-06-06T18:48:46Z,51.8902777777778,0.38194444444444403,161,2018-06-06T18:57:35Z,52.071388888888904,2.05833333333333,281
BAW988G,GEUOA,EGLL,EDDT,2018-06-06T18:53:00Z,2018-06-06T18:32:00Z,2018-06-06T18:20:00Z,IFR,A319,MJ,09R,512,DEP,219052174,2018-06-06T19:01:10Z,51.907777777777795,0.35805555555555596,150,2018-06-06T19:09:29Z,52.2533333333333,1.92833333333333,289
EIN03X,EICVB,EGLL,EGAC,2018-06-06T18:19:00Z,2018-06-06T18:08:00Z,2018-06-06T18:20:00Z,IFR,A320,MJ,09R,221L,DEP,219052187,2018-06-06T18:29:55Z,52.1052777777778,-0.8250000000000001,183,2018-06-06T18:38:15Z,52.99166666666669,-1.5958333333333299,320
EWG5AW,DAEWL,EGLL,EDDH,2018-06-06T19:01:00Z,2018-06-06T18:44:00Z,2018-06-06T18:25:00Z,IFR,A320,MJ,09R,236L,DEP,219052301,2018-06-06T19:09:54Z,51.835,0.445,173,2018-06-06T19:18:21Z,52.34694444444439,1.84111111111111,314
BAW6VK,GEUUU,EGLL,ENGM,2018-06-06T18:35:00Z,2018-06-06T18:19:00Z,2018-06-06T18:25:00Z,IFR,A320,MJ,09R,513,DEP,219052296,2018-06-06T18:45:11Z,51.90916666666669,0.357222222222222,132,2018-06-06T18:54:07Z,52.5113888888889,1.6563888888888902,289
BAW257,GVIIB,EGLL,VIDP,2018-06-06T18:57:00Z,2018-06-06T18:33:00Z,2018-06-06T18:30:00Z,IFR,B772,H,09R,575,DEP,219052492,2018-06-06T19:05:55Z,51.883611111111094,0.390555555555556,129,2018-06-06T19:14:37Z,52.317499999999995,1.87138888888889,267
SAS812,EISIA,EGLL,ENGM,2018-06-06T18:44:00Z,2018-06-06T18:32:00Z,2018-06-06T18:30:00Z,IFR,A320,MJ,09R,226,DEP,219052515,2018-06-06T18:52:47Z,51.88416666666669,0.389722222222222,153,2018-06-06T19:01:03Z,52.495000000000005,1.67722222222222,321
DLH919,DAISR,EGLL,EDDF,2018-06-06T19:47:00Z,2018-06-06T19:21:00Z,2018-06-06T18:30:00Z,IFR,A321,MJ,09R,218R,DEP,219052417,2018-06-06T19:55:40Z,51.3355555555556,0.5816666666666669,197,2018-06-06T20:04:02Z,51.1358333333333,2.1452777777777805,330
AAL141,N773AN,EGLL,KJFK,2018-06-06T19:48:00Z,2018-06-06T19:12:00Z,2018-06-06T18:30:00Z,IFR,B772,H,09R,326,DEP,219052496,2018-06-06T19:58:38Z,52.1433333333333,-0.458333333333333,156,2018-06-06T20:07:26Z,53.02166666666669,-1.48555555555556,303
FIN19H,OHLZP,EGLL,EFHK,2018-06-06T19:04:00Z,2018-06-06T18:42:00Z,2018-06-06T18:35:00Z,IFR,A321,MJ,09R,332,DEP,219052599,2018-06-06T19:13:23Z,51.8911111111111,0.38111111111111096,162,2018-06-06T19:22:10Z,52.43666666666669,1.7458333333333298,304
EWG48A,DAGWJ,EGLL,EDDL,2018-06-06T19:35:00Z,2018-06-06T19:08:00Z,2018-06-06T18:35:00Z,IFR,A319,MJ,09R,216,DEP,219052623,2018-06-06T19:44:06Z,51.358611111111095,0.588888888888889,185,2018-06-06T19:52:06Z,51.1347222222222,2.1441666666666706,321
EIN38J,EIDES,EGLL,EINN,2018-06-06T18:42:00Z,2018-06-06T18:27:00Z,2018-06-06T18:35:00Z,IFR,A320,MJ,09R,223,DEP,219052615,2018-06-06T18:51:45Z,51.56,-1.52138888888889,164,2018-06-06T19:00:27Z,51.805,-3.0894444444444398,317
BAW444,GEUYF,EGLL,EHAM,2018-06-06T18:59:00Z,2018-06-06T18:39:00Z,2018-06-06T18:35:00Z,IFR,A320,MJ,09R,518,DEP,219053182,2018-06-06T19:08:06Z,51.88777777777779,0.384722222222222,162,2018-06-06T19:17:12Z,52.17166666666669,1.99361111111111,230
KAL908,HL7621,EGLL,RKSI,2018-06-06T19:26:00Z,2018-06-06T18:47:00Z,2018-06-06T18:35:00Z,IFR,A388,H,09R,411,DEP,219052617,2018-06-06T19:36:03Z,51.79888888888891,0.48000000000000004,162,2018-06-06T19:44:25Z,52.14666666666669,2.0061111111111103,290
BAW916N,GEUPU,EGLL,EDDF,2018-06-06T19:13:00Z,2018-06-06T18:44:00Z,2018-06-06T18:40:00Z,IFR,A319,MJ,09R,507,DEP,219052731,2018-06-06T19:21:20Z,51.3208333333333,0.575277777777778,189,2018-06-06T19:29:43Z,51.117222222222196,2.13833333333333,328
BAW130T,GEUYW,EGLL,ESGG,2018-06-06T20:00:00Z,2018-06-06T19:36:00Z,2018-06-06T18:40:00Z,IFR,A320,MJ,09R,512,DEP,219054091,2018-06-06T20:09:17Z,51.923888888888904,0.337777777777778,162,2018-06-06T20:17:56Z,52.5561111111111,1.6005555555555602,298
BAW404R,GEUPR,EGLL,EBBR,2018-06-06T18:58:00Z,2018-06-06T18:38:00Z,2018-06-06T18:40:00Z,IFR,A319,MJ,09R,544L,DEP,219052670,2018-06-06T19:07:52Z,51.377222222222194,0.595555555555556,153,2018-06-06T19:17:22Z,51.1311111111111,2.14583333333333,190
BAW738,GEUPO,EGLL,LSGG,2018-06-06T19:38:00Z,2018-06-06T19:19:00Z,2018-06-06T18:45:00Z,IFR,A319,MJ,09R,546R,DEP,219053833,2018-06-06T19:47:37Z,50.8113888888889,-0.46,166,2018-06-06T19:56:50Z,50.008888888888904,0.769722222222222,316
BAW720T,GEUPM,EGLL,LSZH,2018-06-06T19:59:00Z,2018-06-06T18:45:00Z,2018-06-06T18:45:00Z,IFR,A319,MJ,09R,521,DEP,219052818,2018-06-06T20:07:13Z,51.38916666666669,0.5974999999999999,167,2018-06-06T20:15:13Z,51.09444444444439,2.1319444444444398,292
SAS4628,LNRRJ,EGLL,ENZV,2018-06-06T19:07:00Z,2018-06-06T18:45:00Z,2018-06-06T18:50:00Z,IFR,B738,MJ,09R,225,DEP,219052932,2018-06-06T19:16:42Z,51.8752777777778,0.40027777777777807,173,2018-06-06T19:25:32Z,52.5258333333333,1.6375,341
TAP367,CSTVA,EGLL,LPPT,2018-06-06T19:08:00Z,2018-06-06T18:53:00Z,2018-06-06T18:50:00Z,IFR,A320,MJ,09R,224,DEP,219052982,2018-06-06T19:17:13Z,51.010277777777794,-1.21833333333333,170,2018-06-06T19:26:13Z,50.1536111111111,-2.06194444444444,344
UAE32,A6EDK,EGLL,OMDB,2018-06-06T19:09:00Z,2018-06-06T18:48:00Z,2018-06-06T18:50:00Z,IFR,A388,H,09R,305,DEP,219053053,2018-06-06T19:19:09Z,51.870277777777794,0.40722222222222204,118,2018-06-06T19:27:42Z,52.2127777777778,1.96027777777778,261
BAW183,GCIVY,EGLL,KJFK,2018-06-06T19:05:00Z,2018-06-06T18:45:00Z,2018-06-06T18:50:00Z,IFR,B744,H,09R,566,DEP,219053045,2018-06-06T19:14:24Z,51.5761111111111,-1.5191666666666699,153,2018-06-06T19:22:22Z,51.861666666666686,-3.0702777777777803,296
BAW11,GXLEJ,EGLL,WSSS,2018-06-06T19:51:00Z,2018-06-06T19:25:00Z,2018-06-06T18:55:00Z,IFR,A388,H,09R,565,DEP,219053933,2018-06-06T20:01:00Z,51.8075,0.47166666666666707,128,2018-06-06T20:09:26Z,52.0736111111111,2.0544444444444396,239
BAW239,GVIIH,EGLL,KBOS,2018-06-06T19:16:00Z,2018-06-06T18:54:00Z,2018-06-06T18:55:00Z,IFR,B772,H,09R,532,DEP,219053173,2018-06-06T19:27:04Z,51.555277777777796,-1.52277777777778,183,2018-06-06T19:35:32Z,51.79138888888891,-3.0927777777777803,315
AZA209,IBIKC,EGLL,LIRF,2018-06-06T19:24:00Z,2018-06-06T19:03:00Z,2018-06-06T19:00:00Z,IFR,A320,MJ,09R,420,DEP,219053324,2018-06-06T19:33:53Z,50.8386111111111,-0.16194444444444406,211,2018-06-06T19:43:04Z,50.01194444444439,0.781944444444444,335
SVA116,HZAK18,EGLL,OEJN,2018-06-06T19:40:00Z,2018-06-06T19:19:00Z,2018-06-06T19:00:00Z,IFR,B77W,H,09R,424,DEP,219053351,2018-06-06T19:48:11Z,51.36,0.5911111111111109,178,2018-06-06T19:56:14Z,51.08916666666669,2.13166666666667,336
BAW858,GEUUJ,EGLL,LKPR,2018-06-06T20:32:00Z,2018-06-06T19:14:00Z,2018-06-06T19:00:00Z,IFR,A320,MJ,09R,303R,DEP,219053607,2018-06-06T20:40:45Z,51.36,0.59,174,2018-06-06T20:49:01Z,51.192777777777806,2.1641666666666706,284
BAW79,GZBKE,EGLL,OOMS,2018-06-06T19:30:00Z,2018-06-06T19:09:00Z,2018-06-06T19:00:00Z,IFR,B789,H,09R,553,DEP,219053363,2018-06-06T19:38:35Z,51.3563888888889,0.588611111111111,162,2018-06-06T19:46:36Z,51.1652777777778,2.15472222222222,303
VIR601,GVOOH,EGLL,FAOR,2018-06-06T19:28:00Z,2018-06-06T19:04:00Z,2018-06-06T19:05:00Z,IFR,B789,H,09R,322,DEP,219053469,2018-06-06T19:37:43Z,50.811111111111096,-0.485833333333333,133,2018-06-06T19:45:58Z,49.8411111111111,0.021944444444444402,257
SHT8V,GEUUA,EGLL,EGPH,2018-06-06T19:58:00Z,2018-06-06T19:27:00Z,2018-06-06T19:05:00Z,IFR,A320,MJ,09R,508,DEP,219054099,2018-06-06T20:07:50Z,52.1422222222222,-0.3888888888888891,131,2018-06-06T20:17:00Z,53.069166666666696,-1.2694444444444397,299
BAW786F,GEUPL,EGLL,ESSA,2018-06-06T20:03:00Z,2018-06-06T19:41:00Z,2018-06-06T19:05:00Z,IFR,A319,MJ,09R,518,DEP,219054114,2018-06-06T20:12:02Z,51.88027777777779,0.39472222222222203,188,2018-06-06T20:20:44Z,52.6011111111111,1.5325,335
AFR1181,FHEPF,EGLL,LFPG,2018-06-06T20:18:00Z,2018-06-06T19:55:00Z,2018-06-06T19:10:00Z,IFR,A320,MJ,09R,415,DEP,219054507,2018-06-06T20:27:46Z,50.8738888888889,-0.0125,190,2018-06-06T20:36:09Z,50.0461111111111,0.881111111111111,214
CPA256,BKPY,EGLL,VHHH,2018-06-06T19:41:00Z,2018-06-06T19:16:00Z,2018-06-06T19:10:00Z,IFR,B77W,H,09R,342,DEP,219053586,2018-06-06T19:50:16Z,51.8127777777778,0.46416666666666706,169,2018-06-06T19:58:15Z,52.160000000000004,1.9944444444444398,302
VIR25B,GVFIT,EGLL,KJFK,2018-06-06T19:31:00Z,2018-06-06T19:09:00Z,2018-06-06T19:10:00Z,IFR,A346,H,09R,319,DEP,219053587,2018-06-06T19:41:12Z,51.56888888888891,-1.52027777777778,147,2018-06-06T19:49:33Z,51.885,-3.06194444444444,255
BAW504,GEUUT,EGLL,LPPT,2018-06-06T19:33:00Z,2018-06-06T19:09:00Z,2018-06-06T19:10:00Z,IFR,A320,MJ,09R,328,DEP,219053563,2018-06-06T19:43:42Z,51.04194444444439,-1.26555555555556,171,2018-06-06T19:52:18Z,50.18638888888891,-2.1291666666666704,299
EIN179,EIEDP,EGLL,EIDW,2018-06-06T19:14:00Z,2018-06-06T19:02:00Z,2018-06-06T19:10:00Z,IFR,A320,MJ,09R,221R,DEP,219053553,2018-06-06T19:24:49Z,51.59444444444439,-1.51416666666667,153,2018-06-06T19:33:08Z,51.8838888888889,-3.06444444444444,306
NA,GEUPT,EGLL,EGLL,2018-06-06T20:34:00Z,2018-06-06T19:21:00Z,2018-06-06T19:15:00Z,IFR,A319,MJ,09R,515,DEP,219053664,2018-06-06T20:43:23Z,51.33,0.58,195,2018-06-06T20:51:56Z,51.0772222222222,2.1247222222222204,349
BAW598D,GEUPF,EGLL,LIPZ,2018-06-06T20:02:00Z,2018-06-06T19:17:00Z,2018-06-06T19:15:00Z,IFR,A319,MJ,09R,520,DEP,219053703,2018-06-06T20:11:02Z,51.3425,0.584444444444444,171,2018-06-06T20:19:37Z,51.0513888888889,2.11361111111111,319
BAW33,GZBKR,EGLL,WMKK,2018-06-06T19:43:00Z,2018-06-06T19:15:00Z,2018-06-06T19:15:00Z,IFR,B789,H,09R,564,DEP,219053709,2018-06-06T19:51:16Z,51.3305555555555,0.5794444444444441,137,2018-06-06T19:59:20Z,51.1525,2.15083333333333,264
BAW544K,GEUUL,EGLL,LIPE,2018-06-06T21:09:00Z,2018-06-06T20:48:00Z,2018-06-06T19:20:00Z,IFR,A320,MJ,09R,517,DEP,219054939,2018-06-06T21:18:05Z,51.3397222222222,0.583055555555555,187,2018-06-06T21:26:29Z,51.1291666666667,2.1425,311
BEE2PJ,GECOE,EGLL,EGPD,2018-06-06T19:38:00Z,2018-06-06T19:15:00Z,2018-06-06T19:20:00Z,IFR,DH8D,MT,09R,253R,DEP,219053784,2018-06-06T19:49:53Z,52.1433333333333,-0.45361111111111097,163,2018-06-06T20:01:55Z,53.0888888888889,-1.14916666666667,240
CCA938,B2033,EGLL,ZBAA,2018-06-06T19:44:00Z,2018-06-06T19:15:00Z,2018-06-06T19:25:00Z,IFR,B77W,H,09R,248,DEP,219053936,2018-06-06T19:53:31Z,51.8908333333333,0.38027777777777805,145,2018-06-06T20:01:44Z,52.52666666666669,1.6369444444444399,293
KLM1032,PHBGF,EGLL,EHAM,2018-06-06T19:36:00Z,2018-06-06T19:16:00Z,2018-06-06T19:25:00Z,IFR,B737,MJ,09R,421,DEP,219053901,2018-06-06T19:45:28Z,51.870833333333294,0.405,158,2018-06-06T19:55:38Z,52.22333333333331,1.95277777777778,255
AMC103,9HAEO,EGLL,LMML,2018-06-06T21:59:00Z,2018-06-06T21:31:00Z,2018-06-06T19:30:00Z,IFR,A320,MJ,09R,420,DEP,219055805,2018-06-06T22:08:48Z,50.831666666666685,-0.203888888888889,187,2018-06-06T22:17:40Z,49.9675,0.6391666666666669,304
BAW958M,GEUXL,EGLL,EDDM,2018-06-06T19:57:00Z,2018-06-06T19:30:00Z,2018-06-06T19:30:00Z,IFR,A321,MJ,09R,517,DEP,219054045,2018-06-06T20:05:43Z,51.3405555555555,0.5833333333333329,188,2018-06-06T20:14:06Z,51.1430555555555,2.147777777777781,310
SHT2R,GEUPV,EGLL,EGCC,2018-06-06T19:54:00Z,2018-06-06T19:26:00Z,2018-06-06T19:30:00Z,IFR,A319,MJ,09R,522,DEP,219054019,2018-06-06T20:02:59Z,52.13250000000001,-0.653611111111111,177,2018-06-06T20:12:12Z,52.9747222222222,-1.65722222222222,115
VLG7105,ECMJB,EGLL,LECO,2018-06-06T20:11:00Z,2018-06-06T19:51:00Z,2018-06-06T19:30:00Z,IFR,A320,MJ,09R,303L,DEP,219054460,2018-06-06T20:21:27Z,51.0127777777778,-1.22138888888889,178,2018-06-06T20:29:24Z,50.185,-2.12444444444444,286
SAS1508,OYKBB,EGLL,EKCH,2018-06-06T19:46:00Z,2018-06-06T19:20:00Z,2018-06-06T19:30:00Z,IFR,A321,MJ,09R,223,DEP,219054049,2018-06-06T19:55:28Z,51.8977777777778,0.37166666666666703,187,2018-06-06T20:04:07Z,52.2552777777778,1.92805555555556,330
BAW36CT,GEUOH,EGLL,LFPG,2018-06-06T20:08:00Z,2018-06-06T19:45:00Z,2018-06-06T19:35:00Z,IFR,A319,MJ,09R,521,DEP,219054403,2018-06-06T20:17:18Z,50.877777777777794,8.333333333333331e-4,198,2018-06-06T20:26:10Z,50.050277777777794,0.8941666666666669,250
BAW970,GEUYR,EGLL,EDDV,2018-06-06T20:05:00Z,2018-06-06T19:46:00Z,2018-06-06T19:35:00Z,IFR,A320,MJ,09R,519,DEP,219054696,2018-06-06T20:14:31Z,51.829166666666694,0.4513888888888891,169,2018-06-06T20:23:23Z,52.04916666666669,2.06888888888889,324
BAW582,GEUXG,EGLL,LIMC,2018-06-06T20:36:00Z,2018-06-06T20:10:00Z,2018-06-06T19:35:00Z,IFR,A321,MJ,09R,513,DEP,219054862,2018-06-06T20:44:43Z,50.85027777777779,-0.103333333333333,196,2018-06-06T20:53:00Z,49.946388888888904,0.5694444444444441,320
BAW86DW,GEUUH,EGLL,EIDW,2018-06-06T20:05:00Z,2018-06-06T19:35:00Z,2018-06-06T19:35:00Z,IFR,A320,MJ,09R,509,DEP,219054129,2018-06-06T20:15:39Z,51.62444444444439,-1.50388888888889,172,2018-06-06T20:24:28Z,51.8855555555555,-3.0627777777777805,300
BAW6DP,GEUXH,EGLL,LFBO,2018-06-06T20:04:00Z,2018-06-06T19:34:00Z,2018-06-06T19:35:00Z,IFR,A321,MJ,09R,502,DEP,219054102,2018-06-06T20:12:35Z,50.8238888888889,-0.257222222222222,188,2018-06-06T20:20:51Z,49.851111111111095,0.1,311
UAE4,A6EDO,EGLL,OMDB,2018-06-06T20:09:00Z,2018-06-06T19:40:00Z,2018-06-06T19:40:00Z,IFR,A388,H,09R,307,DEP,219054279,2018-06-06T20:18:41Z,51.80194444444439,0.47666666666666707,117,2018-06-06T20:27:10Z,52.0427777777778,2.0722222222222197,244
BAW870,GEUUN,EGLL,LHBP,2018-06-06T21:41:00Z,2018-06-06T21:12:00Z,2018-06-06T19:45:00Z,IFR,A320,MJ,09R,309,DEP,219055826,2018-06-06T21:50:07Z,51.31083333333329,0.572222222222222,182,2018-06-06T21:58:35Z,51.14194444444439,2.14638888888889,293
BEE7TN,GJEDW,EGLL,EGPH,2018-06-06T21:29:00Z,2018-06-06T21:02:00Z,2018-06-06T19:45:00Z,IFR,DH8D,MT,09R,253R,DEP,219055434,2018-06-06T21:39:58Z,52.13638888888891,-0.619722222222222,177,2018-06-06T21:51:41Z,53.04666666666669,-1.3730555555555601,240
IBS3603,ECLUC,EGLL,LEAS,2018-06-06T20:01:00Z,2018-06-06T19:43:00Z,2018-06-06T19:45:00Z,IFR,A320,MJ,09R,327,DEP,219054302,2018-06-06T20:11:23Z,50.9861111111111,-1.1783333333333301,164,2018-06-06T20:19:41Z,50.1711111111111,-2.0944444444444397,323
JAI121,VTJET,EGLL,VIDP,2018-06-06T20:13:00Z,2018-06-06T19:44:00Z,2018-06-06T19:45:00Z,IFR,B77W,H,09R,402,DEP,219054383,2018-06-06T20:21:47Z,51.8113888888889,0.468611111111111,144,2018-06-06T20:29:58Z,52.11416666666669,2.0308333333333297,297
ETD69K,A6APC,EGLL,OMAA,2018-06-06T20:21:00Z,2018-06-06T19:50:00Z,2018-06-06T19:45:00Z,IFR,A388,H,09R,410,DEP,219054379,2018-06-06T20:31:03Z,51.79750000000001,0.48000000000000004,142,2018-06-06T20:39:36Z,52.0711111111111,2.0563888888888897,277
OMA102,A4ODD,EGLL,OOMS,2018-06-06T20:23:00Z,2018-06-06T19:54:00Z,2018-06-06T19:50:00Z,IFR,A333,H,09R,412,DEP,219054494,2018-06-06T20:32:59Z,51.8758333333333,0.39944444444444405,155,2018-06-06T20:41:51Z,52.162777777777805,1.99833333333333,278
BAW352,GEUYB,EGLL,LFMN,2018-06-06T20:30:00Z,2018-06-06T20:08:00Z,2018-06-06T19:50:00Z,IFR,A320,MJ,09R,515,DEP,219054928,2018-06-06T20:39:03Z,50.8361111111111,-0.174166666666667,205,2018-06-06T20:47:27Z,49.9413888888889,0.548333333333333,319
BAW26AV,GEUYE,EGLL,LGAV,2018-06-06T21:18:00Z,2018-06-06T21:00:00Z,2018-06-06T19:50:00Z,IFR,A320,MJ,09R,521,DEP,219055637,2018-06-06T21:26:19Z,51.3361111111111,0.581944444444444,177,2018-06-06T21:34:53Z,51.117222222222196,2.13833333333333,288
AAR522,HL7579,EGLL,RKSI,2018-06-06T20:28:00Z,2018-06-06T19:57:00Z,2018-06-06T19:50:00Z,IFR,A359,H,09R,233,DEP,219054497,2018-06-06T20:38:23Z,51.865,0.413055555555556,126,2018-06-06T20:47:10Z,52.29500000000001,1.89166666666667,262
SIA319,9VSWU,EGLL,WSSS,2018-06-06T21:15:00Z,2018-06-06T20:50:00Z,2018-06-06T19:50:00Z,IFR,B77W,H,09R,238,DEP,219054492,2018-06-06T21:23:00Z,51.31083333333329,0.572222222222222,139,2018-06-06T21:31:20Z,51.1458333333333,2.1483333333333303,272
KLM1028,PHEXE,EGLL,EHAM,2018-06-06T20:31:00Z,2018-06-06T20:03:00Z,2018-06-06T19:55:00Z,IFR,E190,MJ,09R,417,DEP,219054867,2018-06-06T20:40:45Z,51.83194444444439,0.45,169,2018-06-06T20:49:38Z,52.0786111111111,2.0544444444444396,230
SHT18H,GEUPZ,EGLL,EGPD,2018-06-06T20:59:00Z,2018-06-06T20:43:00Z,2018-06-06T20:00:00Z,IFR,A319,MJ,09R,519,DEP,219055456,2018-06-06T21:08:05Z,52.14,-0.35583333333333295,189,2018-06-06T21:16:26Z,53.1027777777778,-1.05472222222222,316
ETH701,ETAVB,EGLL,HAAB,2018-06-06T21:23:00Z,2018-06-06T20:53:00Z,2018-06-06T20:00:00Z,IFR,A359,H,09R,243,DEP,219054721,2018-06-06T21:31:41Z,51.366388888888906,0.5924999999999999,166,2018-06-06T21:40:10Z,51.11916666666669,2.1411111111111105,284
UAE9944,A6EFM,EGLL,OMDW,2018-06-06T20:25:00Z,2018-06-06T20:09:00Z,2018-06-06T20:00:00Z,IFR,B77L,H,09R,607,DEP,219054745,2018-06-06T20:34:31Z,51.807777777777794,0.47138888888888913,179,2018-06-06T20:42:25Z,52.0027777777778,2.0944444444444397,348
SAS534,EISIC,EGLL,ESSA,2018-06-06T20:19:00Z,2018-06-06T20:00:00Z,2018-06-06T20:05:00Z,IFR,A320,MJ,09R,226,DEP,219054792,2018-06-06T20:27:40Z,51.96666666666669,0.26861111111111097,214,2018-06-06T20:36:04Z,52.22638888888891,1.9536111111111099,356
SHT12T,GMEDM,EGLL,EGNT,2018-06-06T20:57:00Z,2018-06-06T20:42:00Z,2018-06-06T20:05:00Z,IFR,A321,MJ,09R,522,DEP,219055583,2018-06-06T21:06:19Z,52.1430555555555,-0.452222222222222,185,2018-06-06T21:15:02Z,53.1030555555555,-1.0497222222222198,240
SHT6U,GEUYL,EGLL,EGPF,2018-06-06T20:17:00Z,2018-06-06T20:00:00Z,2018-06-06T20:05:00Z,IFR,A320,MJ,09R,511,DEP,219054814,2018-06-06T20:26:47Z,52.13944444444439,-0.580833333333333,211,2018-06-06T20:35:16Z,53.048888888888904,-1.36777777777778,300
